pokemon,rockyhelmet,lightclay,leppaberry,nothing,colburberry,psychicmemory,nevermeltice,airballoon,lifeorb,blackglasses,aguavberry,weaknesspolicy,icyrock,kingsrock,heavydutyboots,choicespecs,leftovers,choicescarf,twistedspoon,wiseglasses,heatrock,focussash,eviolite,figyberry,zoomlens,oddincense,flameorb,thunderstone,lovesweet,chopleberry,salacberry,friendball,blackbelt,chestoberry,firestone,assaultvest,icestone,expertbelt,waterstone,redcard,quickclaw,enigmaberry,silkscarf,ghostmemory,ejectbutton,metronome,sunstone,stickybarb,electirizer,moonstone,sitrusberry,iapapaberry,custapberry,choiceband,normalgem,wacanberry,fightingmemory,tr62,psychicseed,scopelens,payapaberry,seaincense,waveincense,wikiberry,muscleband,adrenalineorb,magoberry,bigroot,damprock,absorbbulb,widelens,berryjuice,mysticwater,liechiberry,focusband,blunderpolicy,lumberry,brightpowder,shellbell,petayaberry,mentalherb,yacheberry,razorclaw,electricseed,sharpbeak,adamantorb,marangaberry,safetygoggles,magnet,cellbattery,cheriberry,shedshell,silverpowder,bugmemory,chartiberry,throatspray,grassyseed,starfberry,powerherb,whiteherb,powerweight,crackedpot,toxicorb,tr96,laxincense,fullincense,pechaberry,pixieplate,spelltag,chippedpot,blacksludge,ironball,rowapberry,kasibberry,tangaberry,utilityumbrella,leafstone,keeberry,pokeball,ringtarget,luminousmoss,roomservice,terrainextender,hardstone,apicotberry,protectivepads,roseliberry,gripclaw,lansatberry,darkmemory,cobaberry,energypowder,oranberry,micleberry,jabocaberry,passhoberry,rockincense,rindoberry,dragonfang,roseincense,steelmemory,poisonbarb,souldew,sachet,mistyseed,grepaberry,grassmemory,miracleseed,lightball,occaberry,tr43,tr88,laggingtail,kebiaberry,safariball,rarebone,groundmemory,rockmemory,persimberry,bindingband,fastball,heavyball,softsand,smoothrock,tr67,flyingmemory,shucaberry,deepseascale,masterball,beastball,ganlonberry,whippeddream,babiriberry,ejectpack,metalcoat,quickball,snowball,watermemory,leek,healball,fairymemory,qualotberry,ovalstone,habanberry,dawnstone,berrysweet,metalpowder,charcoal,tr50,diveball,flowersweet,chilanberry,powerbracer,icememory,quickpowder,tr71,rustedsword,loveball,ultraball,dragonmemory,tr98,premierball,destinyknot,lustrousorb,tr15,rawstberry,aspearberry,poisonmemory,machobrace,rustedshield,blukberry,firememory,powerband,electricmemory,tr97,powerlens,sportball,goldbottlecap,greatball,kelpsyberry,prismscale,cloversweet,reapercloth,protector,griseousorb,tr86,pinapberry,floatstone,galaricacuff,dragonscale,thickclub,deepseatooth,fossilizedbird,burndrive,dreamball,tr33,shockdrive,moonball,lureball,dousedrive,poweranklet,sweetapple,tr08,tr84,chilldrive,powerbelt,tr66,parkball,repeatball,tr39,tr44,duskstone,cherishball,luxuryball,starsweet,tr60,tr99,hondewberry,tr06,upgrade,tr36,tr38,tr02,tr00,tr11,tr20,shinystone,tr28,tr87,tr53,fossilizeddrake,bottlecap,tr93,duskball,tr05,tr18,tr47,fossilizeddino,tr03,magmarizer,tr49,tr04,tr30,tartapple,tr65,tr10,netball,tr64,tr40,timerball,tr58,nestball,tr68,tamatoberry,ribbonsweet,levelball
Mew,2619.0,1433.0,38.0,619.0,771.0,31.0,8.0,18.0,4055.0,1.0,1191.0,3814.0,57.0,79.0,1931.0,1417.0,28151.0,2766.0,129.0,60.0,83.0,7337.0,92.0,121.0,41.0,24.0,73.0,0.0,0.0,0.0,238.0,4.0,53.0,955.0,0.0,871.0,0.0,2001.0,0.0,31374.0,270.0,0.0,0.0,0.0,51.0,109.0,0.0,82.0,0.0,0.0,979.0,119.0,13.0,487.0,80.0,0.0,0.0,0.0,27.0,13.0,0.0,0.0,0.0,195.0,31.0,25.0,61.0,15.0,26.0,1.0,89.0,4.0,6.0,2.0,0.0,71.0,953.0,177.0,62.0,3.0,1694.0,0.0,11.0,24.0,0.0,0.0,8.0,29.0,2.0,0.0,0.0,16.0,1.0,0.0,0.0,56.0,88.0,72.0,265.0,49.0,0.0,14.0,76.0,0.0,0.0,0.0,4.0,32.0,1.0,0.0,11.0,18.0,0.0,62.0,4.0,0.0,0.0,6.0,0.0,179.0,0.0,0.0,51.0,3.0,0.0,5.0,0.0,162.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,531.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,3.0,12.0,0.0,14.0,0.0,0.0,84.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,9.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hippowdon,42900.0,0.0,0.0,817.0,0.0,0.0,5.0,9.0,2246.0,0.0,818.0,68.0,0.0,35.0,1945.0,98.0,61580.0,26.0,0.0,0.0,15.0,628.0,44.0,156.0,1.0,0.0,14.0,0.0,0.0,0.0,14.0,0.0,5.0,249.0,0.0,1058.0,0.0,239.0,0.0,248.0,18.0,0.0,0.0,0.0,1318.0,1.0,0.0,8.0,0.0,0.0,570.0,130.0,0.0,1169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,33.0,0.0,0.0,7.0,0.0,24.0,0.0,0.0,0.0,38.0,122.0,132.0,5.0,0.0,53.0,4.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,18.0,3.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,13.0,1.0,0.0,7.0,0.0,2.0,0.0,0.0,57.0,6.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,4.0,0.0,0.0,54.0,0.0,0.0,225.0,27444.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
Centiskorch,57.0,0.0,0.0,118.0,0.0,0.0,0.0,83.0,257.0,0.0,106.0,237.0,0.0,0.0,4462.0,35.0,843.0,239.0,0.0,0.0,0.0,445.0,7.0,26.0,18.0,0.0,21.0,0.0,0.0,0.0,44.0,0.0,0.0,34.0,4.0,975.0,0.0,88.0,0.0,14.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,13.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,5.0,6.0,5.0,0.0,0.0,25.0,5.0,1.0,11.0,0.0,0.0,10.0,7.0,28.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,52.0,6.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Bellossom,4.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,109.0,0.0,42.0,6.0,0.0,0.0,11.0,3.0,1633.0,2.0,0.0,1.0,1.0,205.0,85.0,0.0,15.0,0.0,33.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,2.0,93.0,0.0,8.0,36.0,0.0,0.0,0.0,0.0,30.0,44.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Perrserker,118.0,0.0,0.0,25.0,0.0,0.0,0.0,4.0,151.0,0.0,37.0,10.0,0.0,1.0,4.0,113.0,92.0,132.0,0.0,0.0,0.0,38.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1.0,0.0,336.0,0.0,209.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,485.0,16.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,24.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lurantis,27.0,0.0,38.0,76.0,0.0,0.0,0.0,0.0,377.0,0.0,198.0,11.0,0.0,5.0,125.0,197.0,2192.0,512.0,0.0,3.0,12.0,142.0,0.0,88.0,8.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,83.0,0.0,1086.0,0.0,119.0,0.0,0.0,230.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,496.0,11.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,12.0,40.0,0.0,0.0,196.0,0.0,3.0,28.0,1.0,0.0,0.0,0.0,4.0,58.0,12.0,13.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,4.0,0.0,0.0,0.0,0.0,0.0,152.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Metagross,1210.0,105.0,0.0,408.0,41.0,1.0,17.0,1104.0,2205.0,3.0,546.0,7135.0,0.0,50.0,345.0,57.0,5986.0,1199.0,33.0,9.0,4.0,774.0,112.0,88.0,1.0,51.0,8.0,0.0,0.0,4.0,21.0,0.0,33.0,92.0,0.0,5268.0,0.0,626.0,0.0,7.0,131.0,1.0,14.0,0.0,1.0,139.0,0.0,3.0,0.0,0.0,155.0,28.0,161.0,3745.0,132.0,0.0,0.0,0.0,11.0,70.0,0.0,0.0,0.0,22.0,172.0,16.0,5.0,0.0,4.0,1.0,70.0,0.0,0.0,57.0,7.0,32.0,121.0,56.0,48.0,6.0,42.0,0.0,43.0,2.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,209.0,0.0,1.0,0.0,77.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,33.0,56.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,44.0,0.0,0.0,0.0,11.0,0.0,20.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,273.0,0.0,0.0,0.0,9.0,0.0,0.0,4.0,602.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Calyrex,30.0,8.0,0.0,18.0,4.0,0.0,0.0,1.0,5.0,0.0,14.0,22.0,0.0,1.0,2.0,51.0,109.0,106.0,3.0,2.0,5.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,32.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lanturn,42.0,0.0,0.0,49.0,0.0,0.0,14.0,246.0,61.0,0.0,73.0,64.0,0.0,0.0,47.0,131.0,2329.0,270.0,0.0,34.0,0.0,48.0,19.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,115.0,0.0,0.0,23.0,0.0,990.0,0.0,27.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,0.0,0.0,0.0,2.0,28.0,4.0,21.0,0.0,9.0,0.0,0.0,42.0,8.0,11.0,0.0,0.0,2.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,75.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stakataka,478.0,9.0,0.0,79.0,0.0,0.0,0.0,4918.0,2647.0,0.0,85.0,598.0,0.0,5.0,54.0,1.0,2545.0,8.0,23.0,0.0,0.0,1067.0,12.0,5.0,9.0,0.0,1.0,0.0,0.0,318.0,9.0,0.0,6.0,113.0,0.0,474.0,0.0,89.0,0.0,51.0,49.0,12.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,69.0,34.0,9.0,539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,72.0,0.0,17.0,0.0,0.0,3.0,23.0,0.0,0.0,0.0,0.0,1.0,33.0,9.0,7.0,0.0,41.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,23.0,1.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,51.0,2.0,1.0,5.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,852.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
