pokemon,number_of_battles,Raw count,Items_petayaberry,Items_grepaberry,Items_scopelens,Items_chopleberry,Items_salacberry,Items_floatstone,Items_rockyhelmet,Items_magoberry,Items_figyberry,Items_focussash,Items_oranberry,Items_poisonmemory,Items_miracleseed,Items_toxicorb,Items_absorbbulb,Items_wikiberry,Items_chestoberry,Items_electricseed,Items_assaultvest,Items_laggingtail,Items_lifeorb,Items_stickybarb,Items_ganlonberry,Items_expertbelt,Items_aguavberry,Items_ironball,Items_cobaberry,Items_weaknesspolicy,Items_kingsrock,Items_adrenalineorb,Items_damprock,Items_heavydutyboots,Items_choicescarf,Items_choicespecs,Items_widelens,Items_razorclaw,Items_nevermeltice,Items_leftovers,Items_mentalherb,Items_powerherb,Items_redcard,Items_quickclaw,Items_twistedspoon,Items_wiseglasses,Items_nothing,Items_silkscarf,Items_eviolite,Items_babiriberry,Items_ringtarget,Items_metronome,Items_liechiberry,Items_blacksludge,Items_roomservice,Items_blunderpolicy,Items_laxincense,Items_magnet,Items_sitrusberry,Items_lumberry,Items_iapapaberry,Items_flameorb,Items_throatspray,Items_brightpowder,Items_shellbell,Items_custapberry,Items_choiceband,Items_normalgem,Items_wacanberry,Items_safetygoggles,Items_psychicseed,Items_lansatberry,Items_yacheberry,Items_grassyseed,Items_jabocaberry,Items_flyingmemory,Items_protectivepads,Items_sharpbeak,Items_blackglasses,Items_apicotberry,Items_rowapberry,Items_roseliberry,Items_heatrock,Items_keeberry,Items_heavyball,Items_shedshell,Items_pechaberry,Items_colburberry,Items_thickclub,Items_softsand,Items_rockmemory,Items_habanberry,Items_whiteherb,Items_rockincense,Items_marangaberry,Items_ejectbutton,Items_chartiberry,Items_lightclay,Items_cellbattery,Items_lovesweet,Items_airballoon,Items_bigroot,Items_ejectpack,Items_machobrace,Items_mistyseed,Items_starfberry,Items_focusband,Items_enigmaberry,Items_metalcoat,Items_leppaberry,Items_zoomlens,Items_powerbracer,Items_terrainextender,Items_muscleband,Items_kasibberry,Items_shucaberry,Items_mysticwater,Items_smoothrock,Items_fullincense,Items_occaberry,Items_blackbelt,Items_silverpowder,Items_burndrive,Items_berryjuice,Items_passhoberry,Items_tangaberry,Items_firememory,Items_roseincense,Items_luminousmoss,Items_cheriberry,Items_poisonbarb,Items_gripclaw,Items_bindingband,Items_charcoal,Items_bugmemory,Items_utilityumbrella,Items_masterball,Items_goldbottlecap,Items_payapaberry,Items_aspearberry,Items_persimberry,Items_hardstone,Items_fairymemory,Items_lightball,Items_electricmemory,Items_oddincense,Items_pixieplate,Items_chilanberry,Items_electirizer,Items_healball,Items_energypowder,Items_sunstone,Items_dragonfang,Items_levelball,Items_dragonmemory,Items_rawstberry,Items_darkmemory,Items_psychicmemory,Items_icestone,Items_icyrock,Items_rindoberry,Items_seaincense,Items_waveincense,Items_cloversweet,Items_waterstone,Items_diveball,Items_watermemory,Items_powerband,Items_kebiaberry,Items_ghostmemory,Items_berrysweet,Items_ultraball,Items_duskstone,Items_spelltag,Items_powerlens,Items_ribbonsweet,Items_luxuryball,Items_moonball,Items_fightingmemory,Items_fossilizedbird,Items_ovalstone,Items_beastball,Items_adamantorb,Items_poweranklet,Items_leek,Items_tr43,Items_greatball,Items_snowball,Items_firestone,Items_tr89,Items_tr75,Items_grassmemory,Items_reapercloth,Items_dragonscale,Items_leafstone,Items_icememory,Items_rustedshield,Items_groundmemory,Items_steelmemory,Items_lustrousorb,Items_chippedpot,Items_deepseatooth,Items_tr28,Items_galaricacuff,Items_griseousorb,Items_loveball,Items_thunderstone,Items_blukberry,Items_tamatoberry,Items_kelpsyberry,Items_tr99,Items_powerweight,Items_netball,Items_prismscale,Items_quickball,Items_moonstone,Items_micleberry,Items_rarebone,Items_upgrade,Items_tr42,Items_quickpowder,Items_metalpowder,Items_dousedrive,Items_sachet,Items_fossilizeddino,Items_friendball,Items_powerbelt,Items_dreamball,Items_souldew,Items_crackedpot,Items_pokeball,Items_starsweet,Items_rustedsword,Items_nestball,Items_chilldrive,Items_flowersweet,Items_pomegberry,Items_dawnstone,Items_fastball,Items_bottlecap,Items_parkball,Items_safariball,Items_premierball,Items_magmarizer,Items_protector,Items_shinystone,Items_tr90,Items_destinyknot,Items_whippeddream,Items_fossilizeddrake,Items_shockdrive,Items_sweetapple,Items_cherishball,Items_dubiousdisc,Items_tr55,Items_tr98,Items_tr03,Items_tr13,Items_tr69,Items_strawberrysweet,Items_tr68,Items_hondewberry,Items_deepseascale,Items_pinapberry,Items_tr00,Items_fossilizedfish,Items_tr56,Items_tr71,Items_tr04,Items_tr34,Items_timerball,Items_tr38,Items_qualotberry,Items_duskball,Items_tr02,Items_repeatball,Items_tr26,Items_tr87,Items_tr59,Items_tr01,Items_tr10,Items_tr14,Items_tr72,Items_tartapple,Items_tr80,Items_tr24,Items_tr08
Nidoking,1628081,259455,0.0,,0.0,,5.9e-09,,0.0016578409,6.8237e-06,0.0003488293,3.0471388461,0.0,4.78638e-05,,0.0,6.2759e-06,8.1e-08,1.201e-07,,0.3609623517,5.24473e-05,209.8636591745,,0.0,0.0679020971,0.0079517106,,,0.0038529464,0.0,0.0,0.0,0.0004719309,15.2090507762,0.1978477585,9.85251e-05,0.0,0.0,0.0865298888,0.0,1e-10,3.0676e-06,0.0009670039,,5.7e-09,0.0040839597,0.0,0.0008653496,,,0.0171439553,0.0,0.1161584648,,7.1e-08,0.0,,0.0005313486,0.0,0.0001681473,0.0,0.0,0.0686122121,1.042e-07,7.9676e-06,0.0293754964,,,,,,,0.0,0.0,,,,0.0,3.3381e-06,,,0.0,0.0,,0.0,,0.0,,0.0002565583,,,0.0,1.17e-08,0.0,0.0011573712,,0.0,,,0.0328372205,0.0,,,,0.0,,,,0.0,0.0,,,0.0005891375,,1.41039e-05,,0.0001858286,,,0.0,,,0.0,1.51851e-05,,,,0.0,,0.003770726,,,0.0,,0.0,0.0,,1.40366e-05,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Zapdos,1628081,302466,0.0031266374,0.0,1.0475e-06,,0.0159652342,,2.8718931626,0.0005861156,1.348e-07,0.0033952166,0.0,,0.0,0.0,1.19896e-05,0.0381767339,0.0064132227,2.52349e-05,0.1319623799,0.0,0.742634385,,,0.1010757047,0.0170962809,0.0,,2.586e-07,2.1148e-06,0.0,0.0407423667,437.305843613,0.1631773897,6.8650315817,0.0658242855,4.22967e-05,0.0,16.5335784042,4.38057e-05,0.0001529075,0.0138696735,0.000209718,,1.41444e-05,0.0998585805,,0.0004613359,0.0,,0.0,1e-10,0.0,,0.0026538236,0.0025027194,0.0364330006,0.0001448916,1.46559e-05,0.0022136337,,1.571e-07,0.0006187986,3.45303e-05,,0.0162292614,,0.0,0.0004122137,,,0.0018881092,0.0,,,,0.0370409209,,0.0,,,0.0,0.0020570771,3.18817e-05,,0.0038761182,,,,,,4.07323e-05,,0.0,3.9e-09,0.0003649543,0.0020917568,1.2069e-06,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0050772331,,,,0.0,,,0.0,,,0.0,,,8.012e-06,,,,,,,,,,0.0,,,0.0001415426,,,0.0,0.0,0.0,,0.0,4.13223e-05,,,0.0,0.0,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cobalion,1628081,6407,,,,0.0055698187,1e-10,,0.356458423,,0.0,0.2112653078,,,,,,0.0,0.0,,0.0099169788,,0.0109367483,,,0.0285761453,0.0001507518,0.0,,0.0809028736,0.0,0.0,,0.003364222,3.36369e-05,0.0,0.0,,,0.0902393818,2.47298e-05,,0.0,0.0,,,0.0,,,,,9.91741e-05,0.0,,,0.0476886094,,,0.0019564626,0.01587219,0.0,,,,0.0,,0.0007939597,,,,0.0,,,0.0003753634,,,0.0,,,,,,,0.0,,,,,,,,,,,0.0,0.0,,,,,0.0095609399,,0.0018343416,,,,,,7.456e-07,,,,,0.0,,0.0353158575,,,,0.0006612565,1.66774e-05,,,0.0016508903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3e-09,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rillaboom,1628081,538351,,0.0,2.73051e-05,,0.0078586732,,0.1087450609,2.2487e-06,4.82788e-05,0.275828424,,,1.8753938572,0.0,0.0,0.0009083983,5.3939e-06,0.0,1.9764624125,0.0,229.1477688952,,0.0,0.1093319829,0.012590734,4.082e-07,2.27881e-05,0.1759581557,0.0,0.003561434,,0.8977337294,3.3272712867,4.68104e-05,0.0,0.0,,8.9661476829,0.0,0.0006070646,0.0380294535,7.151e-06,,0.0,0.5522107982,,0.0167045067,0.0,0.0,9.85601e-05,6.5e-09,,,0.0001122051,,,0.0130090945,0.3273226134,0.0065129229,0.0,0.0,0.0,7e-10,,487.2721382973,0.0014448444,,0.0,0.0,,0.0006320993,7.4566322784,,,0.3331241587,,0.0,0.0,,,1.47e-08,0.0,,,,,,0.0,,,0.0,,0.0,0.0381807856,,,1e-10,,0.0,3.6779e-06,0.0,,0.0,,0.0,,,0.0,0.0,,4.0830221863,0.0563351244,,,,,0.0,0.7883500265,0.000129598,,,0.0,,0.0,,0.0423166509,0.0,0.0,4.3295e-06,,0.0,,,8.319e-07,0.0,,,,,,,0.0,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,2.35e-07,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,1.988e-07,,,,
Raikou,1628081,18497,0.0,0.0,2.047e-07,,0.0,,0.0,,0.0,0.0512843406,,,,,,,0.0,0.0,0.2268203874,,0.1567425385,,,0.9220548869,0.0001999336,,,0.3708901731,0.0,,0.0058519843,2.0561247529,0.0401226929,8.226639836,0.0,1.64e-08,,0.3794529677,0.0,,0.0,7e-10,,0.5002095748,0.001314025,2.083e-07,,,,,,,,0.0005640867,,0.0194200694,0.0,0.0,0.0,,0.0,0.002460972,8.5e-09,,2.623e-07,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,1.2978e-06,0.0,,0.0009808362,,,,,,0.0,,,,0.0,,0.0,0.0,,0.0005182552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.86037e-05,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tapu Lele,1628081,288450,0.0,0.0,,,0.011829966,,0.0018808061,1.58e-08,0.0008756668,0.2047876952,0.0,,,,0.0,0.0712585724,0.0046612963,,13.4619540379,,12.8008088162,,0.0,0.5549705196,0.1707163479,0.0,,0.0005128078,0.0,1.49e-07,,56.96464565,75.1414407709,210.2659455911,2.3398e-06,,,116.4585937677,0.0028558172,4.371e-07,1.1313e-06,4.04538e-05,36.4332044896,2.7789426798,0.0002767194,0.0,2.2894e-05,1.3e-09,,1.395448985,0.0,,5.316e-06,0.019856931,0.0,0.0,0.0112283371,1.5867753755,0.0033564445,0.0,,2.23932e-05,8.9277e-06,1.07e-08,0.0125485695,,,0.0,0.6369857136,,,1.458e-06,0.0,,,,0.0,,,,0.0,0.0,,,,0.0001312292,,,,,,,,2.28741e-05,,0.0088352609,,,0.0007305881,0.0,,,0.0,0.0,0.0,,,,0.0,,6.4453531155,0.0,0.0005964294,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,0.0,,,,0.0,4.9e-08,,0.0002207111,0.0843403398,,,,,,,,,,,0.0,,,,,,,,,,,1.13e-07,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
Gastrodon,1628081,50228,0.0,,,,0.0,2.64e-08,38.5726603224,1.4199e-06,5.84728e-05,0.0003383334,0.0,,,,0.0,6.452e-07,0.1479270946,,0.2210500811,,0.0771875025,,,0.0594375539,0.0020444041,0.0,,6.17747e-05,2.4e-09,,0.0,16.5112296711,0.0,0.0577414951,0.0,0.0,0.0,30.1722867948,0.0,,4.08e-08,1.78812e-05,,7.64e-08,0.0004385408,,2.7126e-05,,,0.0,,0.0,,0.0,5.649e-07,,10.2512893423,0.0059011618,0.0020868823,0.0,,1.95e-07,0.0002252793,8e-09,4.01e-08,,,0.0,,,0.0,,0.0,,,,,0.0,,,,,,0.0,2.2e-08,,,0.0001726564,,,,,0.0038221566,0.0,,,,,0.0,,,,,0.0,,0.0,,,0.0,,,0.0,,,0.0013757278,1.14e-08,,,,,,,,,,,4.65346e-05,,,2.5983e-06,0.01441946,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4330064096,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tapu Koko,1628081,429874,0.0,6e-10,0.0,,0.0023387842,,0.041648062,0.0019570631,0.0020140415,0.3726198173,,,5.148e-07,0.0,1.424e-07,0.0148480281,6e-10,0.1534295648,0.2003095858,0.0,4.4846171165,0.0019288879,,6.74201687,0.0796974536,0.0,,0.6463912821,0.0,0.0,4.256e-07,360.3403567991,1.7404245034,46.6346443227,0.0180842939,0.0,,3.9430476993,2.2376e-06,8.7294e-05,0.0043240696,6.3863e-06,,0.0138685756,0.0579572649,,1.13171e-05,0.0,0.0,0.0004718289,0.0,0.0,,5.18501e-05,4.3e-09,3.3926485128,0.0220681529,1.64e-07,0.0003022636,2.052e-07,7e-10,3.82881e-05,0.0,0.0,1.5538008815,1e-10,,1.2e-09,0.0,,0.0,6e-10,,,0.0,0.0,4.25e-08,5.4567e-06,,,,0.0,0.0,,0.0,,,,,,2.277e-07,,,0.0004233719,7.09597e-05,26.3773482169,0.001594251,,0.0687385806,,0.0,,0.0,0.0,0.0,,,,,,15.3699416964,0.0,,1.7696215224,,,,,,,,1e-10,,,,,,,,5.471e-07,,,,,,,,,0.0,0.0,2.38714e-05,1.575e-07,4.01e-08,,0.0329795426,,0.000182663,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
Thundurus-Therian,1628081,70999,0.0011701124,,0.0,,0.02074286,,0.0015543689,0.0,0.0,0.0339570527,,,0.0,0.0,1.7e-09,1.5119e-06,0.0,3.187e-07,0.1338190891,,0.7182105545,,,0.0672731425,0.0020286099,,,0.0004560845,2.96e-08,0.0002390233,0.0001615834,63.8990998587,1.2368261272,0.450685066,0.0,0.0,5.179e-07,0.9889402349,1e-10,2.83878e-05,0.0,0.002542647,,0.0005356488,0.0004165071,,0.0,,,0.0,,,,0.0147014315,,0.0012605797,0.5861564065,0.0,0.0016732615,,3.66315e-05,0.0,,,0.0554316603,,0.0,0.0,,,8.309e-07,,,,,,,,0.0,,,,,,,,,,,,,,,,1.39e-08,,0.0001076326,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
Weavile,1628081,186320,,,4.43e-08,0.0009098896,0.0001146964,,4.75195e-05,0.000106399,8.2812e-06,13.3679371161,,,,0.000952532,0.0,1.94e-08,4.106e-07,0.0,0.0017869251,,32.5042727225,0.0,,0.1582618079,0.0074382048,0.0017101014,,0.0009167538,8.378262216,2.371e-07,0.0,247.8789570507,0.5675085057,0.0002275747,2.8859428449,0.002075904,0.1346303798,0.005152873,0.0,0.1256489482,0.003212378,8e-10,,0.0,0.0525657287,,6.981e-07,0.0,,0.0013714137,3.9626e-06,3.513e-07,1e-10,2.6207e-06,0.0,,0.0012914591,2.12e-08,3.8304e-06,3e-10,,1.106e-06,3.6645e-06,0.0,57.7093395751,3.95693e-05,,0.0,0.0,0.0,,0.0,,,0.372534288,,0.0559478285,,,,0.0,,0.0,,,,,,,,8.8185e-06,,,0.0,0.0001815214,,0.0,,0.0002461532,,,,0.0,1.3022e-06,8.569e-07,0.0,,,6.4904e-06,,,4.901e-07,,,,,,0.0027756494,2.49832e-05,,,,,,,,,,5.027e-07,0.0,,,,,,,,,,,,3.49277e-05,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,6.8e-08,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001620445,,,,,,,,,,,,,,,,,,,
Glastrier,1628081,14897,,,,0.0,0.0,,4.79e-08,0.0,0.0,0.0033849706,,,,6.006e-07,,,5.22643e-05,,0.4166119291,,0.3185342371,,,0.0019097078,0.000418969,,,0.0454486106,1.7e-09,0.0,,8.5112733885,5.2729e-06,1.5e-09,1.934e-07,,0.0264515382,0.3807042848,,0.0,,0.070232519,,,0.0056600175,,0.0,,,1e-10,1e-10,,0.0,2e-10,,,0.0006571863,0.0020458716,7e-10,,,,0.0,1.079e-06,0.7767198842,,,,,,,0.0,,,0.0,,,0.0,,,,,,,,,,0.0,,,0.0022362025,,0.0,,,,,,0.0,,0.0,,,,,,,,0.0,,,0.0,,,,,,1.304e-07,,,,,,,,,,,,,,,,,,,,,0.0,,,,,4.061e-07,,,,,,,,,,0.0,,,1.988e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tornadus-Therian,1628081,215326,0.0006029082,,0.0,0.0,1.158e-07,0.0,12.8385607624,0.0037375081,3.83075e-05,0.0015929867,0.0,,,,1.7e-09,1e-10,0.0,0.0,1.9190743622,,5.0672128592,,,0.0042701024,0.0019344,,2.275e-07,0.0584907354,0.0,1.05749e-05,4.85886e-05,419.4804325676,0.4766691482,4.6725179819,0.0627432655,,,2.0109571674,0.0,0.0,0.0571572536,5.60791e-05,,0.0080513816,0.0004368282,,0.0,,,2.825e-07,0.0,,,0.0037154588,1.9687e-06,,4.72803e-05,1.76e-08,0.0056456903,0.0,,4.75063e-05,8.694e-07,,0.0039390573,0.0,0.0007511989,0.0144714433,5e-10,,0.0,1.0509e-05,,9.56397e-05,,0.0155621774,0.0,,,,,,0.0,,0.0,,,,,,0.0002528894,,,0.5646351347,0.0,,1e-10,,,,0.0,,0.0,8.5e-08,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,2.4044e-06,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gigalith,1628081,10932,,,0.0,0.0,0.0,,0.0029403851,,7.80949e-05,0.0001860325,,,,,0.0,0.0,0.0002174037,,0.0500078514,0.0,0.018239068,,,6.65431e-05,0.0001670718,,,0.0001181277,0.0,,,0.0156936527,0.0,0.0,8e-10,,,0.0308798008,0.000700725,0.0070233395,0.0809428735,0.0053832642,,,1.07739e-05,0.0,0.0,,,,0.0,,,0.0,0.0,,9.15e-08,5.1464e-06,0.0,,,2.233e-07,,0.1731022929,0.0158560331,3.47492e-05,,,,,,,,,,,0.0,,,,0.0,,,,,,,0.0,,,,0.0,,0.0016565051,,,,,7.6e-09,,0.0,,,,,,0.0,,2.7e-08,,,4.83e-08,,,,1.2883581708,,,0.0,,,0.0,3.15383e-05,,,,,,,,0.0,,,,,,,,,8.2e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keldeo,1628081,47294,,,0.0,0.0,0.0721819435,,7.07927e-05,0.0,,0.1550320713,7.36e-08,,,,0.0,4.3151e-06,0.0,1.13e-08,0.0082361848,,0.5387496638,,,0.0572517106,1.5451e-06,,2.3438e-06,0.0016149592,4e-09,0.0,0.0,0.303075135,5.5617522216,36.5470601763,6.469e-07,,0.0,17.2052081333,,,0.0,0.0002094535,,0.0029927728,0.01140484,,3.82e-08,0.0,3.8e-09,0.0,,,,8.58e-08,0.0,,0.0001227898,0.0,0.0,0.0,,6.49e-08,3.113e-07,,5.58324e-05,0.0,0.0,,0.0698614889,,,3.267e-07,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0181059258,1e-10,0.0,,,0.023672114,,,,0.0,,,,,,,,,0.0,,,0.0382499074,,,,2.886e-07,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1e-10,1.28e-08,2.42302e-05,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyranitar,1628081,295800,0.0,,3.76e-08,1.5832598589,0.0001231656,,0.1138881658,0.007544177,0.0078893891,0.2021457698,0.0,,,0.0003971071,1.5009e-05,0.0008437294,0.029099188,0.0,14.2948915888,0.0,3.7181558976,,0.0,0.3595178056,0.0191209811,0.0050750213,,11.5438699215,0.0224494353,1.771e-07,4.754e-07,15.344390899,0.3822404586,0.3437838183,0.0006860893,0.0,0.0,140.5475332421,3.02875e-05,0.0,0.0048300432,0.2789600824,0.0,0.0,0.009897037,0.0,6.74816e-05,0.0,,0.0,0.0,,,0.01002222,0.0,0.0,0.0260617598,1.387639411,0.0062343244,0.0,4.663e-07,0.0,4.33269e-05,0.7497553497,106.3535517804,,,0.0,0.0,,0.0,1.48e-08,,,0.0020637462,0.0044983037,0.0004279279,0.0,,0.0002610313,2.3e-09,0.0,,3.94241e-05,0.0,0.0,0.0,0.0002360426,3.48084e-05,,4.3e-09,0.0031105562,0.0001240607,0.7180500818,,0.0,,,0.0093320369,,0.0051846462,,0.0,0.0,0.0013990174,3.996e-07,1.75e-08,,0.0058357204,0.0,0.0,8.81453e-05,,19.1160697529,,74.2210964059,,,0.0,,,0.0,0.0014772114,0.8709719922,,,2e-10,0.0,0.0,1.0664e-06,0.0,0.0002365042,,,0.0001415426,,,,2.51287e-05,0.0397281545,,0.0,,,,,,0.0,,,1.005e-07,,0.0,,0.0010204398,,,,0.0003490098,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,0.000285996,,,0.0,,,,,0.0,,,,,0.0,,,,,,,,,0.0,,,,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,
Aegislash,1628081,143751,,,1.03e-08,1e-10,0.0001990274,,0.0932489559,0.0026342696,0.0008177913,0.1914622533,0.0,,,0.0,,0.0041502074,0.0001352497,0.0,0.1012924509,0.0026742448,4.1527341735,0.0,0.0,0.2165130721,0.0101762174,0.0325806588,0.0,19.3938986275,0.0013848713,,,0.0298982667,0.0064671095,33.5801437765,,6.62857e-05,,22.2218696387,0.0001977647,1.86425e-05,4.20097e-05,0.0005393618,0.0,1.7195e-06,0.0023153763,,0.0030405529,,,0.0301847708,0.0003737814,,,0.0012526366,0.0,,0.0351475771,0.0573401267,0.0311787392,0.0,0.0008400933,0.0002027321,0.0053805097,0.0,4.0634088906,,,0.0,0.0,4.3e-07,0.0,,2.7145e-06,,1.6e-09,,3.22e-06,,0.0,,,,,0.0,,0.5892382594,,,,,3.2571e-06,,5.64e-08,0.0,3.51e-08,0.0,0.0,,2.1631930354,,0.0,8.0883e-06,,0.0,3.86e-08,0.0,0.0001154438,,0.0,,,8.16e-08,0.0002482022,0.0184584477,,,2.33564e-05,0.0004147972,0.0,,,0.0,,,,,,3.853e-07,,0.0,,,,,,0.0,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,3.20016e-05,,,,10.7326857557,2.92083e-05,,,,,,,,,,,,,,,0.0,,,,,,,2.08323e-05,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lycanroc-Midnight,1628081,7988,,,0.0001624077,1.53e-08,1.1007e-06,0.0,4.2e-09,0.0,0.0,0.0115201877,,,,,0.0,,,0.0,0.0004213709,0.0,0.0146255838,,,0.0310881579,0.0031225039,,,0.6195908292,0.0,,,1.13118e-05,0.0071733879,,,1.4025e-06,,2.65356e-05,,0.0,,0.0,,,1.50199e-05,,0.0,0.0,,0.0,,3.48e-08,,,,,0.0,0.0,0.0,,,0.0,0.0,,6.4961e-06,,,,,,,,,,0.0,,2.58473e-05,,,,,,,,,,,,0.0,,,6.10553e-05,,,,,,,0.0003587079,,,,,,,,,,,,,,,7.8834e-06,,,,,,,,,,,,,,,,,,,,,,,,,,3.50985e-05,,,,,,,,,,,2.264e-07,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
