pokemon,number_of_battles,Raw count,Items_scopelens,Items_safetygoggles,Items_psychicseed,Items_petayaberry,Items_chopleberry,Items_floatstone,Items_focussash,Items_magoberry,Items_figyberry,Items_zoomlens,Items_razorclaw,Items_toxicorb,Items_wikiberry,Items_ultraball,Items_twistedspoon,Items_airballoon,Items_assaultvest,Items_lifeorb,Items_blackglasses,Items_stickybarb,Items_expertbelt,Items_aguavberry,Items_absorbbulb,Items_adrenalineorb,Items_weaknesspolicy,Items_utilityumbrella,Items_kingsrock,Items_ironball,Items_heavydutyboots,Items_powerherb,Items_choicespecs,Items_widelens,Items_rockyhelmet,Items_leftovers,Items_mentalherb,Items_choicescarf,Items_redcard,Items_quickclaw,Items_berryjuice,Items_laggingtail,Items_wiseglasses,Items_ejectpack,Items_nothing,Items_focusband,Items_enigmaberry,Items_silkscarf,Items_eviolite,Items_keeberry,Items_ringtarget,Items_ejectbutton,Items_metronome,Items_liechiberry,Items_blacksludge,Items_roomservice,Items_blunderpolicy,Items_sitrusberry,Items_choiceband,Items_lumberry,Items_iapapaberry,Items_flameorb,Items_throatspray,Items_brightpowder,Items_shellbell,Items_custapberry,Items_salacberry,Items_normalgem,Items_wacanberry,Items_leafstone,Items_oranberry,Items_flyingmemory,Items_apicotberry,Items_chestoberry,Items_grassyseed,Items_ganlonberry,Items_roseliberry,Items_heatrock,Items_sharpbeak,Items_heavyball,Items_damprock,Items_mistyseed,Items_darkmemory,Items_pechaberry,Items_cellbattery,Items_lightclay,Items_softsand,Items_whiteherb,Items_rockincense,Items_marangaberry,Items_diveball,Items_chartiberry,Items_metalcoat,Items_shucaberry,Items_blackbelt,Items_colburberry,Items_terrainextender,Items_muscleband,Items_kasibberry,Items_powerbracer,Items_machobrace,Items_smoothrock,Items_laxincense,Items_occaberry,Items_powerweight,Items_rockmemory,Items_micleberry,Items_silverpowder,Items_oddincense,Items_firestone,Items_passhoberry,Items_dragonfang,Items_firememory,Items_roseincense,Items_cheriberry,Items_jabocaberry,Items_electricseed,Items_bindingband,Items_charcoal,Items_gripclaw,Items_bugmemory,Items_beastball,Items_miracleseed,Items_bigroot,Items_lansatberry,Items_poweranklet,Items_aspearberry,Items_fullincense,Items_cobaberry,Items_mysticwater,Items_lightball,Items_energypowder,Items_poisonbarb,Items_psychicmemory,Items_electricmemory,Items_starfberry,Items_greatball,Items_babiriberry,Items_magnet,Items_yacheberry,Items_protectivepads,Items_powerbelt,Items_payapaberry,Items_shedshell,Items_blukberry,Items_poisonmemory,Items_spelltag,Items_griseousorb,Items_luminousmoss,Items_persimberry,Items_hardstone,Items_habanberry,Items_fossilizeddino,Items_fightingmemory,Items_quickball,Items_rowapberry,Items_cherishball,Items_rawstberry,Items_tamatoberry,Items_shinystone,Items_leppaberry,Items_moonstone,Items_icememory,Items_nevermeltice,Items_icestone,Items_icyrock,Items_adamantorb,Items_masterball,Items_upgrade,Items_pixieplate,Items_snowball,Items_rindoberry,Items_seaincense,Items_waveincense,Items_deepseatooth,Items_waterstone,Items_loveball,Items_chilanberry,Items_tr93,Items_kebiaberry,Items_safariball,Items_ghostmemory,Items_fairymemory,Items_destinyknot,Items_grepaberry,Items_levelball,Items_cloversweet,Items_fossilizedfish,Items_starsweet,Items_fastball,Items_berrysweet,Items_tr68,Items_powerband,Items_tangaberry,Items_dragonmemory,Items_premierball,Items_powerlens,Items_dawnstone,Items_steelmemory,Items_leek,Items_whippeddream,Items_tr47,Items_burndrive,Items_dragonscale,Items_reapercloth,Items_pinapberry,Items_qualotberry,Items_groundmemory,Items_prismscale,Items_tr84,Items_tr71,Items_galaricacuff,Items_deepseascale,Items_goldbottlecap,Items_tr66,Items_fossilizeddrake,Items_grassmemory,Items_tr09,Items_duskball,Items_electirizer,Items_kelpsyberry,Items_rustedshield,Items_watermemory,Items_quickpowder,Items_metalpowder,Items_healball,Items_thickclub,Items_ovalstone,Items_rarebone,Items_parkball,Items_tr60,Items_souldew,Items_lureball,Items_sachet,Items_protector,Items_shockdrive,Items_crackedpot,Items_tr97,Items_lustrousorb,Items_rustedsword,Items_luxuryball,Items_bottlecap,Items_hondewberry,Items_tr86,Items_magmarizer,Items_fossilizedbird,Items_tr61,Items_pokeball,Items_flowersweet,Items_tr65,Items_chippedpot,Items_dousedrive,Items_tr02,Items_tr99,Items_duskstone,Items_tr69,Items_tr91,Items_strawberrysweet,Items_sweetapple,Items_tr00,Items_dubiousdisc,Items_nestball,Items_pomegberry,Items_thunderstone,Items_tr07,Items_tr74,Items_tr43,Items_tr03,Items_tr27,Items_repeatball,Items_sportball,Items_dreamball,Items_moonball,Items_tr72,Items_tr96,Items_lovesweet,Items_tr54,Items_tr56,Items_tr92,Items_tartapple,Items_sunstone,Items_tr94,Items_tr67,Items_netball,Items_tr05,Items_tr87,Items_tr59,Items_tr36,Items_tr04,Items_tr39,Items_tr26,Items_tr33,Items_tr06,Items_tr51,Items_timerball,Items_tr16,Items_tr64,Items_chilldrive,Items_tr76
Registeel,1804169,15731,0.0,,,,0.0420070582,,0.0001725794,1.201e-07,1.18e-08,0.0,,0.0,0.0,,,0.0029555971,0.022086626,0.0004318665,,0.0,1.30196e-05,1.30601e-05,,,0.000207513,,0.0,,2.39343e-05,0.0001165986,2.1965e-06,0.0,0.1664536785,10.245558845,0.0,0.0001716348,0.0,7.8624e-06,0.0,,,,3.43084e-05,0.0,0.0,,0.0,,,0.0,0.0,,,,2.02e-08,8.5081e-05,0.0013144819,6.137e-06,0.0004521609,0.0,,0.0,3.8527e-06,,0.0,0.0137222089,,,,,,0.0151485094,0.0,,,1.9413e-06,,,,,,,,,,0.0,,8.23e-08,,,0.0004890101,0.0010526793,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,,,,,0.0,,,,,,8.2e-09,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xatu,1804169,10803,8.23658e-05,,,,,,0.0047354872,,0.0,,,0.0,0.0,,0.0,,0.0,0.0002053275,2e-10,0.0,0.0,8.3749e-06,0.0,,0.0,6.1273e-06,1.2e-08,,0.5791422913,0.0,0.0017563395,5e-10,0.3898481323,8.2274666354,5.4041e-06,0.6842123674,0.0,2e-10,,7.5203e-06,0.0,,0.0221228508,,,,,,4.376e-06,5.974e-07,0.0,,,,,2.78616e-05,7e-10,3.00522e-05,4.65067e-05,0.0,,0.0,,0.0,0.0,,,,,0.0,,0.0,,,,7.333e-07,0.0,,,,,,,0.1932437059,,,,,,0.0,,,,0.0,,,2.7326e-06,,,,,,,,,,8.32392e-05,,,,,,,,,,3.39134e-05,,,,,,,,,,,,,,,5.2e-09,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nihilego,1804169,49161,0.0,,,5.1281e-06,,,0.6381621876,1.0522e-06,0.0,,,,0.0,,,0.0546118193,0.0551473866,0.1787592382,0.0,,0.0053376863,0.0011392576,0.0,0.0,3.162e-06,,,,0.0077404542,18.6215550444,3.3112365335,0.0024677582,0.0005727299,0.0641661581,0.0044490355,0.6691063683,0.0,0.0173402178,2.658e-07,,0.0,,0.0044597214,,,,0.0,,,0.0001659618,0.0,,0.3457253087,0.0,1.3e-09,0.0005050348,0.0,0.0,1.0059e-06,,0.0,,0.0,0.0,0.0025804952,0.0,,,,,,0.0,0.0,,,,,,1.62e-08,,,,,0.0016905197,,0.000313579,0.0,,,,,1.2231e-06,,,,,2.37156e-05,,,0.0,0.0,,,0.0,,,,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,,0.0,,0.0008998525,,,,,,,,,,,,,,,,,,0.0002874011,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sceptile,1804169,28039,0.008337265,,0.0218663146,0.0011471019,,,0.0651135924,4.2234e-06,0.0013874567,0.0,9e-10,0.0,0.0004863242,,,0.0084328038,9.0647e-06,0.0448068405,,,0.007102621,0.0025532975,0.030273293,,0.1542923827,,6.496e-07,0.000130817,0.0007289165,0.0362985949,0.0166204694,0.0,3.98371e-05,0.0020839172,1e-10,0.0004733137,0.0010430618,0.003983633,2.7349e-06,,0.0,,0.0024006285,0.0,0.0,2.94e-08,0.0,0.0,0.0,0.0,0.0,0.0017974974,,,1.5036e-06,0.0206231659,0.0077044302,2.51406e-05,0.0020372956,0.0,2.14653e-05,5.0468e-06,8.55689e-05,,0.0052132085,2.1019e-06,,,0.0,,0.0,0.0,0.5890920062,0.0,,0.0,,,,0.0614581532,,,9.26e-07,0.0,,0.0038152217,,0.0,,,0.0,,,2.1273e-06,,1.6679e-06,,,,,,0.0005309557,,,,,,,,2.27671e-05,,1.38479e-05,,,0.8100433504,,,,,,0.0052657418,1.982e-07,4.618e-07,,,,0.0,,0.0,,,,,0.0,,1.3696e-06,,0.0,0.0,,,3e-10,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,6.50689e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,4.877e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indeedee-F,1804169,4051,,0.0,0.0017385221,,,,5.0231e-06,,0.0,,,0.0126863698,3.443e-07,,5.0007e-05,,2.82009e-05,1.6356e-06,,0.0,0.0004338863,7.6517e-06,,,0.0,,,,0.0,,0.119309483,,0.0,0.0053958559,0.0,0.0771906359,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,,4.69518e-05,0.0143528711,,,0.0,,,2.17e-08,0.0,,,0.0,4.153e-07,,,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,8.95484e-05,,,,,,,,,,0.0,0.409189296,,,,,,,,,,,,7.314e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charizard,1804169,51789,6.6e-09,0.0,1.09699e-05,6e-10,0.0,,0.001887577,2.19e-08,5.01947e-05,0.001726309,1.634e-07,,0.0001589321,,,8.089e-07,0.0099139743,0.0812544929,3.0606e-06,,0.0153538472,0.0080124298,3.067e-07,1.3696e-06,1.15187e-05,9.79e-08,1.1249e-06,,0.382686717,0.0023916641,1.3223357468,0.0004373924,0.001435263,0.0085501489,9.488e-07,0.1856185639,0.001776673,3.6e-08,0.0,,0.0001134497,0.0024211736,0.0016588441,3.5e-09,0.0,7.575e-07,0.0001533262,0.0,,0.0010635908,0.0333494026,0.0169183234,0.0,,0.0,0.027342099,0.0003110338,0.0002322491,0.0050575371,0.000567811,0.0,0.0,8.127e-07,1e-10,0.0115497805,0.0,0.0,0.0,0.0001997837,1.284e-07,0.0,0.0,0.0,,,0.0122721565,0.0,,,,,,1.1301e-06,,1.777e-07,0.0036479421,,,,0.0030622612,0.0,,0.0,0.0,,4.93796e-05,,,,,0.0,0.0,,,,,,1.916e-07,0.0,1.6e-09,8.44308e-05,,,,,,0.0094535329,1.29415e-05,,4.7e-09,,,,0.0,0.0,0.0,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,3.025e-06,,,0.0,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,1e-10,0.0,0.0,,,,,0.0,,,,,0.0,,,,,,0.0,,0.0,,,,,,,,1.5e-09,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Miltank,1804169,7202,,0.0,,,5.229e-07,,2.19857e-05,1.11e-08,0.0,,0.0,0.0,2.7584e-06,,,,0.0002133831,0.0185082337,,,3.3577e-06,1.417e-06,,,0.0,,0.0,,0.0002236443,,,0.0011137602,0.0039741216,0.992642598,0.0,0.0,0.0,0.0,,,,0.020720618,1.0045e-06,,,0.0,0.0,,,,5.2e-09,0.0,,,0.0,0.0071297658,0.0461140844,2.55622e-05,2.4231e-06,2.912e-07,,,1.6264e-06,,1.2136e-05,0.0,,,,,0.0,5e-10,0.0,,,0.0,,,,,,,,,,0.0,0.0,0.000247678,,,,,0.0,,,0.0003654993,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1e-10,,,,,,,,,0.0,,,,,,,,,,,2.2e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pikachu,1804169,19580,,,,,,,0.0103586565,2e-09,2.80782e-05,,,0.0,0.0,0.0,,2.1153e-06,1.6654e-06,0.0,0.0,,3.00184e-05,5.338e-06,,,0.0,,,,7.3793e-06,0.0,1.2876e-05,,0.0073145789,0.000148065,0.0,0.0011144281,,,0.0,,,0.0,0.0005829473,,,,0.0016049441,,,,,,,,0.0,8.761e-07,1.5055e-06,0.0,0.0,0.0,,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,0.0015761049,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,1.97451e-05,,0.0,,,3.89e-08,,,,,,0.0,,,1.5607570073,,,,8.99047e-05,,,,2.3291e-06,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,1.4e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,0.0,,,,,,1.3717e-06,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zoroark,1804169,29419,3.2533e-06,7.9795e-06,,0.0,5.4857e-06,,0.3199734849,0.0001242596,1.33e-08,0.0,1.135e-07,4.52995e-05,0.0005363107,,,0.0032783708,7.96935e-05,0.3154852762,0.005044863,0.0,0.7900411243,0.0003319311,0.0,0.0,1e-10,,0.0,0.0,0.0898646569,0.0,2.4220756313,0.0,4.47121e-05,0.0246692456,1.30892e-05,0.2013618049,2.683e-07,0.0003283534,0.0,0.0,7.7e-09,,0.0004632647,0.0,0.0,,1.07664e-05,,0.5070949687,1.897e-07,1e-09,,7e-10,,0.0008785923,0.000339443,0.0012048724,0.0,1.7992e-06,0.0022323987,0.0,3e-10,0.0,,0.0061011133,,,,,,,0.0,0.0,,0.0,0.0047885351,,,,0.0,0.0,0.0,,,,2.59263e-05,,,,,,,1.5488e-06,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,1.0773e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.01e-08,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salazzle,1804169,37252,1.0792e-06,,,0.0026709308,,,0.4894644504,1.768e-07,0.0,,,9.2999e-06,7.65e-08,,,0.0346572757,0.0024114515,0.0043815463,0.0,,0.0022676329,5.5165e-06,,0.0,9.2e-09,0.0,0.0,,0.7137099666,,0.0034766574,8.42319e-05,0.0,0.103382015,4.57099e-05,0.0238763072,0.0017251121,0.000457303,0.0,,7.3e-09,0.0002009301,0.0001737042,0.0,,,0.0,,0.0,0.0,0.0,2.1523e-06,4.4168576642,,0.0,0.0,1.1397e-06,0.0,1.4459e-06,2.66e-08,,,,,0.0005204736,,,,0.0,,,0.0012669456,,,,,,,,0.0,,,,,,4e-10,,,0.0,,,0.0003168854,0.0,,1.64896e-05,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,4.29441e-05,,,,,,,,,,,,,,0.0043414668,,,,,0.0,,,,,0.0,,,,9.982e-07,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shuckle,1804169,75929,,,0.0,,,,0.0050844183,7.62e-07,0.0075656584,,,0.0,0.0016036504,,,4.32083e-05,0.0003588552,2.27365e-05,0.0,1.2e-09,1.107e-07,0.997852685,,,7.7e-08,,7.6037e-06,0.0,0.0018699457,1.6e-09,,6.65e-08,0.0737727966,0.5113834278,31.9350430535,9.66138e-05,8.3093344797,0.0002592916,0.003780447,0.0,,0.1358025782,0.0028093989,5.8841e-06,0.0,0.0,1.684e-07,4.3e-09,,0.0096478145,3.5637e-06,0.0,0.0,0.0,0.0,0.0879775625,2e-10,0.0003273386,0.0071437365,0.0,,2.7534e-06,0.0,0.5277111052,0.0,,,,2.1183e-06,,,0.0173173042,,0.0,,3.03e-08,,,,,,0.0,,,,0.1631533824,0.0,,,0.0,1.91172e-05,4.39997e-05,,,,,,,,3.71431e-05,0.0,,0.0001016721,,,,,,0.0,,,,,,,0.0025721926,,0.0044400285,,,,,0.0,,,,0.0,,,0.0,,,,0.0,,,,,,,,,,,,,0.0,,1.906e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magmortar,1804169,9457,0.0,,,,,,0.0004627272,,1.66085e-05,,,,0.0001233533,,,0.0001325119,0.1897340648,0.2309919502,,,0.0004271593,4.9885e-06,0.0004775567,,0.0,0.0,,,0.213930119,7.5e-09,0.0910414758,0.0,1.516e-07,0.0084470099,,0.0003681122,,0.0,0.0,,0.0,0.008813331,3.673e-07,,,,0.0,,,,,,,,0.0,6.31e-08,0.0,,0.0,3.23e-08,,,0.0,,5.5467e-06,,,,,,,6.7784e-06,,,,6.6752e-06,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,1.0032e-06,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galvantula,1804169,39987,0.0,,,,,,2.2299212475,0.0,1.58121e-05,,,,1.486e-06,,,0.0015734324,7.56719e-05,0.1206491447,,,0.0732677934,6.31132e-05,,0.0,0.0,,0.0,,0.1090065474,,0.0200382423,0.0003075545,0.002041875,0.0018591131,1.5977e-05,0.0048959763,0.0001518254,0.0007268037,0.0,,0.0,0.0,2.3106e-06,0.0004245976,,,2.48e-08,0.0,,0.0001683898,1e-10,,,,1.054e-07,5.59776e-05,6.3e-09,0.0,0.0,0.0,3.74e-08,0.0050492811,8.7265e-06,,0.0,,,,0.0,,,7.65162e-05,,,,,,,9.96045e-05,,,,1.29443e-05,0.0,,,,,,7.83295e-05,,,,,,,,,,,0.0,0.0002957303,,,,1.003e-07,,,,,,,,,2.9906e-06,,,8.9629e-06,,,0.0,0.0001379005,,,,,,,0.0,,,,3.7159e-06,,,,0.0013358205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abomasnow,1804169,8017,,,,,,,0.0313555009,1.05135e-05,1e-10,,,,0.0,,,3.56e-08,0.0011336455,0.0031725896,,,2.429e-07,3.7075e-06,,,1e-10,,,,0.0044824861,0.0,0.0155938011,2.55e-08,2.251e-07,0.0057454992,0.0,2.15721e-05,,3.36695e-05,2.56e-08,,0.0,0.0002216541,0.0003321093,0.0,,0.0,0.0,,,0.0,0.0,,,,0.0,7.82995e-05,0.0041862184,,5.8e-08,,,2.1651e-06,0.0,0.0,0.0,,,,0.0,,,0.0,0.0,,,,,,0.0,,,,,0.000630533,,,,,,,,,,,0.0,0.0,,,,,,0.001437875,,,,,,,,,,,,,,,,,,,0.0,2e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0002821841,3e-10,0.9490915344,0.0,,,,2.218e-07,,,,,,,,,5.82e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tsareena,1804169,8861,0.0,,,,,,1.99922e-05,1.0726e-06,0.0003656027,0.0,0.0,,0.0,,,0.0,0.0775878824,0.0024388509,,,0.0002178543,0.0001482531,,,4.9255e-06,,5e-10,,0.0757225193,,0.0,0.1234316181,7.689e-07,0.0514471368,0.0,0.0030430144,1.5039e-06,3.4961e-05,0.0,,,,0.000277343,,0.0,,,0.0,,,3.2e-09,0.0,,,0.0,0.0,0.0016867598,5.268e-07,5.88251e-05,,,1e-10,0.0001605639,,0.0,,,,,,,,1e-10,,,0.0001320422,,,,,,0.0,0.0,3.47e-08,,1e-10,,0.0,,,,,0.0,,,5.282e-07,,,,,,0.0,,,,,,,,,,5e-10,,,,,,,,,8.033e-06,,,,,,6.8433e-06,,,,,,,0.0,,,,1.5e-09,0.3778228191,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,4.239e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luxray,1804169,6529,7.626e-07,0.0,,,,,7.69089e-05,9e-10,0.0,,0.0,9.79e-08,6.13e-08,,,8.7059e-06,4.05873e-05,5.89022e-05,0.0002696458,,0.0006921243,0.0028626963,,,0.000129005,,0.0,,5.3358e-06,,0.0,0.0,1.346520708,0.0211408868,,0.0005499156,,0.0038279905,0.0,,0.0,,5.821e-06,0.0,,4.28e-08,0.0001273598,0.0,,0.0,0.0,0.0,,,,0.0017270034,0.0030372943,,0.0,0.0546356212,0.0,,0.0,,7e-09,,,,,,,0.0,,,,,,,0.0,,,,1e-10,,,0.0,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,0.0,5.14251e-05,,,0.0,,,,,,,,,0.0,,0.0,,,,9.7978e-05,,,,0.0001765066,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clefable,1804169,462496,0.0,7.09534e-05,,0.0,,,0.2674419146,0.008668432,0.0401382852,0.0,0.0,0.0068025024,0.0172009426,0.0,0.0,2e-10,0.0448319778,69.7470089776,,112.9444141521,0.0088527985,0.092878252,0.0,0.0,0.1026881708,0.0,0.0007527984,0.0815351811,241.3515636608,6.13759e-05,0.2312958505,7e-10,90.5018116558,534.8825992856,0.0082796889,44.5427871998,7.09618e-05,3.01275e-05,0.0,0.0222772291,0.0004453813,0.0,0.1454204891,6.2e-09,0.0,0.0,0.002539709,0.3407636114,1.1818464874,0.0,0.0317823567,,0.0054127984,0.0,0.2568933839,0.0490621665,2.1e-09,0.0111229769,0.1119799655,2.8373640089,1.7753e-06,0.0111566758,4.6467e-06,0.1163215575,0.1127839554,0.0,,,0.0,,,0.0724222164,1.02e-07,0.0,,0.0003870463,,0.0,4.6668e-06,3.80792e-05,,0.0005623452,5e-09,0.0165372091,,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,,,0.0,,0.0,1.3874e-06,,,,,2.38118e-05,,,,,,0.0,,0.0678994393,,,,,,0.0,8.12944e-05,,,,,,,0.0,,,,,,,0.002610575,,,0.0,,,1.78641e-05,,,0.0,,,,,0.0,,,0.0,0.0,,,,,4.4e-09,,,0.0004028998,,,,,,0.001546632,,,,,,,,,,1.6232021352,,,4e-10,4.42636e-05,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,2.3273e-06,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
Sigilyph,1804169,10284,,,0.0,0.0,,,0.0044693096,,0.0,,,0.0156167567,1.69912e-05,,,0.0,3.01e-07,1.9500187687,,0.0,1.2357e-06,0.0089745001,,,0.0004079383,,,0.0,7.75153e-05,,0.418342323,,0.0001017646,0.0141099645,0.0,0.0002065515,0.0,0.0105778888,,,0.0014724443,,5.24152e-05,,0.0,,2.91134e-05,,0.0,,3.59888e-05,,,0.0,8.23658e-05,0.0,0.0,0.0,0.0,0.1819901477,,0.0006102103,0.0,1.24147e-05,0.0004039776,,0.0,,,,,,0.0,,,,,,,,,,,0.0188500428,,,,,,,,,,0.0001505636,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
