pokemon,number_of_battles,Raw count,Items_petayaberry,Items_chopleberry,Items_scopelens,Items_mentalherb,Items_rockyhelmet,Items_magoberry,Items_beastball,Items_figyberry,Items_nothing,Items_blukberry,Items_brightpowder,Items_razorclaw,Items_toxicorb,Items_dragonfang,Items_wikiberry,Items_spelltag,Items_chestoberry,Items_electricseed,Items_airballoon,Items_focusband,Items_flameorb,Items_lifeorb,Items_expertbelt,Items_aguavberry,Items_absorbbulb,Items_ironball,Items_weaknesspolicy,Items_kingsrock,Items_sitrusberry,Items_damprock,Items_heavydutyboots,Items_powerherb,Items_choicespecs,Items_widelens,Items_leftovers,Items_choicescarf,Items_quickclaw,Items_laggingtail,Items_wiseglasses,Items_focussash,Items_assaultvest,Items_enigmaberry,Items_silkscarf,Items_eviolite,Items_keeberry,Items_leppaberry,Items_ringtarget,Items_ejectbutton,Items_metronome,Items_twistedspoon,Items_roomservice,Items_blunderpolicy,Items_fullincense,Items_magnet,Items_choiceband,Items_lumberry,Items_iapapaberry,Items_cellbattery,Items_throatspray,Items_adrenalineorb,Items_custapberry,Items_salacberry,Items_normalgem,Items_wacanberry,Items_psychicseed,Items_blacksludge,Items_oranberry,Items_blackbelt,Items_colburberry,Items_flyingmemory,Items_apicotberry,Items_shedshell,Items_grassyseed,Items_sharpbeak,Items_chartiberry,Items_blackglasses,Items_stickybarb,Items_muscleband,Items_ganlonberry,Items_rockincense,Items_ejectpack,Items_heatrock,Items_leek,Items_heavyball,Items_persimberry,Items_mistyseed,Items_redcard,Items_berryjuice,Items_metalcoat,Items_whiteherb,Items_marangaberry,Items_liechiberry,Items_safetygoggles,Items_starfberry,Items_roseliberry,Items_shellbell,Items_shucaberry,Items_lightclay,Items_terrainextender,Items_kasibberry,Items_icyrock,Items_machobrace,Items_mysticwater,Items_powerlens,Items_steelmemory,Items_zoomlens,Items_smoothrock,Items_occaberry,Items_laxincense,Items_silverpowder,Items_burndrive,Items_ultraball,Items_firestone,Items_passhoberry,Items_firememory,Items_luminousmoss,Items_cheriberry,Items_shockdrive,Items_bigroot,Items_charcoal,Items_bottlecap,Items_deepseatooth,Items_bugmemory,Items_pechaberry,Items_miracleseed,Items_utilityumbrella,Items_lansatberry,Items_cobaberry,Items_masterball,Items_poisonbarb,Items_jabocaberry,Items_waveincense,Items_protectivepads,Items_gripclaw,Items_energypowder,Items_lightball,Items_electricmemory,Items_oddincense,Items_floatstone,Items_yacheberry,Items_payapaberry,Items_poisonmemory,Items_pixieplate,Items_tangaberry,Items_chippedpot,Items_dragonmemory,Items_hardstone,Items_groundmemory,Items_fightingmemory,Items_leafstone,Items_rowapberry,Items_rawstberry,Items_powerbracer,Items_deepseascale,Items_softsand,Items_tr95,Items_nevermeltice,Items_icestone,Items_babiriberry,Items_bindingband,Items_seaincense,Items_fastball,Items_snowball,Items_habanberry,Items_kebiaberry,Items_ghostmemory,Items_pokeball,Items_fairymemory,Items_tr09,Items_powerweight,Items_micleberry,Items_roseincense,Items_waterstone,Items_ovalstone,Items_poweranklet,Items_tr93,Items_crackedpot,Items_prismscale,Items_psychicmemory,Items_ribbonsweet,Items_powerband,Items_healball,Items_protector,Items_tr81,Items_levelball,Items_goldbottlecap,Items_whippeddream,Items_darkmemory,Items_upgrade,Items_dragonscale,Items_rarebone,Items_tr98,Items_greatball,Items_rindoberry,Items_tr38,Items_lustrousorb,Items_rockmemory,Items_souldew,Items_rustedsword,Items_tartapple,Items_powerbelt,Items_aspearberry,Items_tr51,Items_tamatoberry,Items_grassmemory,Items_adamantorb,Items_tr65,Items_watermemory,Items_quickball,Items_quickpowder,Items_metalpowder,Items_duskball,Items_thickclub,Items_chilanberry,Items_grepaberry,Items_tr67,Items_fossilizedbird,Items_tr00,Items_tr15,Items_tr66,Items_cloversweet,Items_thunderstone,Items_sachet,Items_tr43,Items_icememory,Items_rustedshield,Items_tr62,Items_repeatball,Items_electirizer,Items_dreamball,Items_starsweet,Items_cherishball,Items_lovesweet,Items_fossilizedfish,Items_tr11,Items_tr17,Items_tr22,Items_tr57,Items_tr03,Items_tr36,Items_tr44,Items_premierball,Items_shinystone,Items_berrysweet,Items_flowersweet,Items_luxuryball,Items_parkball,Items_moonstone,Items_safariball,Items_qualotberry,Items_timerball,Items_tr20,Items_tr06,Items_galaricacuff,Items_sweetapple,Items_destinyknot,Items_dousedrive,Items_tr24,Items_fossilizeddrake,Items_tr28,Items_griseousorb,Items_magmarizer,Items_diveball,Items_tr85,Items_sportball,Items_tr71,Items_tr69,Items_dawnstone,Items_sunstone,Items_tr47,Items_kelpsyberry,Items_tr91,Items_tr31,Items_tr29,Items_tr89,Items_tr60,Items_pomegberry,Items_nestball,Items_tr53,Items_pinapberry,Items_tr94,Items_moonball,Items_netball,Items_tr46,Items_chilldrive,Items_duskstone,Items_reapercloth,Items_hondewberry,Items_loveball
Tapu Lele,1345731,214724,,,0.0,1.71875e-05,9.12203e-05,0.0001375224,,0.0002175975,0.0092466295,,0.0002103312,0.0,,,0.0218814666,,0.0139287688,,6.8e-09,,,62.6053873782,0.3078117571,1.1621754774,0.0,0.0,0.0238369993,9.24e-08,0.9624647109,,33.1849670572,5.4742e-06,346.7917747432,0.0198257723,52.7415824194,181.5149992307,0.0,,1.0549441441,0.6130515893,7.5893125401,,0.0,0.0005215168,0.0,,,0.0275229467,9.3972340236,23.7108569137,0.0,0.0901852441,0.001658733,,0.0228927064,4.2338061082,0.0284082449,0.0,0.0,0.0,4.8e-09,0.0261941143,,,0.0186829233,0.0002402631,4.06802e-05,,1.07e-08,,,0.0002092676,,,,,0.0,0.0,5.633e-07,,,1e-10,,,,0.0,0.0016948717,,,,,1e-10,0.0,,,0.0003846249,,0.0708264193,23.7739824111,2.2213974971,,,,,,4.8309e-06,,,0.0,,,,,,,,,,0.0010824038,,,,,0.0,0.0,,,,,,,,,0.0,,,,0.0005218894,,,,,0.0034000115,,,,,,,,,,,,,,,,0.0027873075,,,,,,4.66855e-05,,,,,0.0,,0.0,0.0,,,,,1.56e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0001947064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gastrodon,1345731,40718,0.0,,0.0,0.0,0.5973639741,0.0004330484,,1.664e-07,1.302610507,,0.0,,,,0.0053659275,,3.489e-07,,0.0444274506,0.0,0.0,0.1732118458,0.0100884237,0.0837776429,8.27361e-05,,0.0001523303,0.0,2.9889511966,0.0016675143,29.9271744086,,0.0710321573,6.5645e-06,75.310090012,7.57e-08,0.0,,1.99295e-05,0.0001611911,0.0864540203,,,,0.0,0.0,,0.0,,,,1.0666e-06,,,2.44e-08,4.9963e-06,0.0022832012,,,1e-10,,0.0,,,,,,0.0,,,,,0.0,,,,,,,0.0,,,,,,,0.0,9.7e-09,,,0.0517123732,,0.0,,,0.0,,,,,0.0,,0.0001473822,,,,0.0002852006,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0048016076,,0.0,,,8.388e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0099850009,,,,,,,,,,,,,,,,,,,,,0.0195146292,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tapu Koko,1345731,315256,0.0,,0.000416445,0.0038150199,0.0208678018,0.007415292,4e-10,0.0073937898,0.1279229594,,0.0,0.0,1.911e-07,,0.030417711,0.0,1.06465e-05,0.0553523003,0.1598835599,0.0,0.001682399,4.5462632893,0.8872263245,0.0107058309,0.0,,0.0008027918,0.0,0.0052418248,2.37479e-05,621.1653515122,0.0369709043,119.7348997054,1.027e-06,12.7024830169,9.402833148,0.001746173,0.0,0.7702764683,0.2895682062,0.1111494916,0.0,0.0,0.0003865982,,0.0,3.24e-08,1e-09,0.001540273,,,0.0010824115,0.0,3.306198285,4.5531818232,0.0016105913,0.0076928768,0.0,0.0092251518,2.6996e-06,0.0254433012,0.0002305287,,,0.0,,3.5524e-06,1.8e-09,,,,0.0,1.126e-07,0.0,7.03e-08,0.0,0.0,0.0483151964,0.0,,0.0,,,0.0,,0.0,0.0001102133,,,0.0,,2.14252e-05,2.852e-07,0.0,,0.0006465097,1.0266981358,36.6981186655,19.4265340631,,,,,,,,,7.4483e-06,,0.0,,,,,,,,,0.0,0.0,,,,0.0,0.0146256789,,,,0.0,,,,0.0002371767,3.0708e-06,,3.64286e-05,1.85e-07,,,0.0,,,0.0502646479,,,0.0,,,,,,,,,,,,,8.3e-09,0.0,,,,,0.0232929487,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,
Thundurus-Therian,1345731,44184,0.0,,0.0,0.0,9.386e-07,5.479e-07,,0.0,0.0049167482,,1.65e-07,7e-10,,,0.0009950147,,,0.0,0.0,,0.0,2.7722236131,0.0361419932,0.0020546525,0.0,,2.5209675936,6.2e-09,0.0046774225,0.0,30.3977000515,0.0,0.4034204696,1.08e-08,0.3071900817,0.9286487026,0.0070762389,,0.000654869,0.0257880927,0.0203328704,,0.0,0.0014531912,0.0,,,4.634e-07,0.0127579386,,,0.2133871579,,0.026138627,0.0001792991,6.921e-07,7.62e-08,1.3e-09,0.0,0.0,,0.0007763887,,,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0069468806,0.0,,,,,,,,0.0,3.0351e-06,,0.0,0.0,,,,,0.0,,,3.44e-08,,,,,,0.0,,,,0.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,1.96605e-05,,0.0,,,,,0.0,0.0,,0.0,7.81148e-05,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weavile,1345731,167998,5.0397e-06,0.0028411153,3.35878e-05,0.0,0.0001032713,1.439e-07,,0.0005618976,0.0578211759,,0.0,0.0015798946,1.0919e-06,,2.48135e-05,,0.0,0.0,0.0005845591,2.59333e-05,1.82494e-05,60.7497490864,0.0516895686,0.0064383304,0.0,1.12e-08,0.0492922476,4.3253927181,0.0118575649,0.0,754.8378602431,0.0999450878,0.003559766,21.0824291522,0.6012376532,0.7973852046,4.2199e-06,0.0,,17.4234736256,0.0440654589,,0.0,0.0,,,,1.458e-06,0.0040135369,,,5.30623e-05,,,114.8709414252,0.0028581316,0.0001345133,0.0,,0.0,,0.0001532672,0.0001422405,,,,,0.0,,,,,,,0.0,0.2149649153,0.0,0.0028396501,,,0.0,5.32086e-05,,,,,7.3e-09,0.0,,0.0,,0.0001474163,2.3266e-06,,,0.0,,,,,0.0,,,,,0.0,,8.30782e-05,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0001718834,0.0,,0.7091575738,,,2.7e-09,,,,,,,,,,,0.0,,,,,0.0,,,,,1.305809926,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2.84e-08,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,
Glastrier,1345731,13827,,1.5e-09,0.0726918799,,9.7686e-06,,,0.0,0.0009665686,,,,,,,,1.5e-09,,0.0,,,1.1320908492,0.0025787091,0.0100159105,,,0.0208371112,0.0,0.0048597597,,7.7362254358,,,0.0212481176,11.6711680589,3.99825e-05,0.0019299136,,,0.0054611605,2.0196867687,,,8.559e-07,0.0,,,,0.0,,0.0,1.17105e-05,,,0.1137332874,6.267e-07,0.0117584275,,0.0,,0.8021938032,0.0,,,,,,,,,,,0.0,,,,,0.0,,,,,,,0.0,,,,,0.0,2e-10,,,,,0.0,,,,,0.0,,,,,1.2e-09,,1.1823097949,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.2767e-06,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tornadus-Therian,1345731,167038,,,0.0,0.0,0.5394270042,0.0006402316,,0.0,0.2651317507,,1.5087e-06,,0.0,,2.219e-06,0.0,0.0015544534,3.6e-09,,,,2.9742014095,0.0095165725,0.0032623965,0.0,0.0,2.7466e-06,0.0002394475,0.1745035503,0.0050960694,737.019018481,2.94767e-05,28.2962086553,0.3989485821,0.9329996164,0.0158169249,0.0,5.9e-09,7.28e-07,0.0042495352,14.1798067125,,,0.0018099127,,,,0.014903267,0.1912840056,,,0.0001188618,0.0,,0.0840388677,0.0781371433,0.0001676089,,0.0,,,0.0,,6.4878574043,,,,,,,0.0,,1e-10,0.0034705385,0.0,,,,,,8.4875e-06,1.9e-09,,0.0,,,5.93817e-05,0.0,,3.94e-08,0.0,0.0,0.0002760625,0.0,,,,,,,,,,,,0.0001015407,,0.0001324184,,0.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,0.0012197997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gigalith,1345731,8698,,2e-10,,1.80005e-05,0.0175534859,0.0,,6.02263e-05,4.8e-09,,,,,,0.0,,0.0003619894,,0.0,,,0.0005393213,4.434e-07,1e-09,,,0.0077712444,2.48e-07,9.16596e-05,,0.0052556733,0.0006599432,0.0001865173,,0.0829062612,9.2791e-06,0.0,6e-09,,0.0137607585,0.0422324787,,,8.958e-07,,,,0.000699734,0.0,,,,,,0.0107824587,8e-10,1.158e-07,,,,2.4366584925,2.219e-07,0.0096405295,,,,,,,,,,,,2e-10,,,0.0,,0.0,0.0016952512,,,,,,1.686e-07,,,5.66e-06,,0.0,,,,0.0,0.0,,,,,,,,,7.6e-08,1.7480765631,,2e-10,,,,,0.0,,,,,,,,,,,,,,,1.96605e-05,,,,0.0,,,,,,,,,,,,,,0.0,,,,8.60164e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keldeo,1345731,38465,,,0.0,0.0,0.0004287318,,,1.2895e-06,0.0091657407,,0.0,0.0,,,0.0002659486,,0.0,,0.1252882457,0.0,,0.6138399399,0.0033717338,2.7241e-06,6.80358e-05,,2.1e-09,1.8e-09,3.16909e-05,1.158e-07,1.5587830209,0.0,23.3156237481,0.0004581697,45.0144363279,2.6790781833,1.25016e-05,,0.0026253341,0.149057129,0.0228507459,,,0.000234965,,,,,,,,1.986e-07,,,4.06862e-05,,6.7111e-06,,0.0,,,7.55099e-05,,0.0,,,,2.5e-09,,,,,,,,0.0,,,,,,,,,,,0.0,0.0,,,,,0.0,,,0.0,,0.0,,,0.0,,0.0070742678,,,,,,3.3e-09,,,,,,,,,,,,,,,,,,,0.0,,,,3.58973e-05,0.0003353611,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0072923879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyranitar,1345731,228961,0.0,0.5904033501,0.0008887873,3.672e-07,0.2428502603,0.4009766588,0.0,0.0027824522,0.0610859161,,3.38e-08,0.0,0.0,1.32e-08,5.03839e-05,,0.0223498041,0.0126670155,0.0244595283,0.0127738654,0.0,33.3980558465,2.9607406598,0.0261756338,4.6064e-06,0.0001206444,11.1584192209,0.0089473672,0.0038616457,0.0015376034,52.5790812841,0.0006771117,0.37338106,5.04242e-05,216.6431537349,0.8169205662,0.3354900477,0.0,3.9147e-06,0.9030871087,12.5914344076,0.0,,6.19832e-05,,0.0,,0.1967363177,6.48633e-05,,0.0,0.0019169246,,,142.233825634,8.0228941181,0.0081505228,0.0,0.0186978061,0.0,0.1889192057,0.0081339976,,,0.0,,3.436e-07,1.275e-07,,,,0.0,7e-10,,0.0,0.0009801407,0.0,0.054659881,3.14705e-05,0.000145755,0.0206667723,1e-10,2.306e-07,0.0,3.72297e-05,0.0,1.19575e-05,3e-10,0.0,0.0,2.84102e-05,0.0,0.0,0.0,0.0,0.0,0.5001025587,0.0,6e-10,,,,,,,1.57e-08,36.4879307666,0.0,0.0061181022,,,0.0,,0.0001112133,,,0.0,,0.0,0.0,6.72e-08,,,0.0,,,7.4615e-05,,0.0,,,0.0,0.0,5.2e-09,,,,0.0,,0.0,,,,0.0106492106,,0.0,0.0227998514,0.0,,0.0,,0.0,,,0.0210234327,,0.0,,7.4e-09,0.0,,,,5.9e-08,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,0.0,,,0.0,,,0.0002019452,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,
Aegislash,1345731,89624,2.1531e-06,0.0,1.15062e-05,0.0007638498,0.0124512718,0.0004692989,,0.0214610905,0.0089740028,0.0,0.0015806853,2.0464e-05,8.12e-08,0.0,0.0015047346,24.5653467123,1.5e-09,1.93501e-05,16.1027988045,0.0080000393,2.5251e-06,3.8139014299,0.0063500966,0.0186714109,0.0,0.0175465972,22.1796844526,6.218e-07,0.0031311334,0.0,0.0011221305,1.93607e-05,106.6191288755,0.0,53.6538888808,0.0060113364,1e-10,0.0,0.0,0.1278112307,0.0399902934,,,2.1e-09,1.259e-07,,,,0.00372491,,0.0,0.0021453005,,,19.8947530816,0.0863718446,1e-10,0.0049235362,0.12107735,7.0116e-06,8.11374e-05,0.0001973002,,,,0.0,0.0,0.0009759991,0.0091499324,,,0.0,,0.0,,7.3019e-06,,0.0103679969,0.0,,,,,,,,2.0641e-06,2.62776e-05,0.0021188849,,,0.0,0.0,0.0,,0.0004744769,0.0002456667,,0.0,1.4398e-06,,7.85011e-05,,,0.0,4.22544e-05,,0.0003338699,3.199e-06,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,3.1e-09,0.0,,0.0,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.82407e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electivire,1345731,11795,,,0.0,,4.83336e-05,0.0,,3.45005e-05,0.000725752,,4e-10,0.0,0.0,,0.0,,0.0,2.312e-07,0.0144354564,4.26389e-05,,0.1553019792,0.0097296866,0.0017507399,,,0.0,,0.0,,4.76275e-05,0.0,0.030477779,0.0,0.024037214,0.2377210401,1.4e-09,,,0.0015221648,0.0436900326,0.0,,0.0,,0.0,,,,,,0.0,3.966e-07,0.0002525833,0.2373643829,0.0,0.0,0.0009573798,0.0,0.0004498514,,1.68287e-05,,,,,,0.0,,,,,,,,,,1.8599e-06,,,0.0,,,,0.0013002318,,,,,0.0,,0.0,,,,0.0006372849,9.21e-07,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.7e-09,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noivern,1345731,11786,,,0.0,,0.0014937005,0.0,,0.0,4.898e-05,,,,,0.0003525816,0.0,,0.0,,,,0.0,0.0266353409,0.0004280939,0.0016681799,,,1.12565e-05,2.217e-07,0.0,,0.5606918173,0.0386631198,0.3724049752,0.0035782822,0.0011831099,0.0420639767,6.612e-07,,1e-10,0.0127571557,0.000278093,,0.0,0.0001513556,,,0.0,0.0,0.0,,,1.57011e-05,,,2.13224e-05,0.0,6.5e-09,,0.1888217296,,,0.0,0.0,,,1.5273e-06,,,,,,,,3.034e-07,,,0.0,,,,0.0001248724,0.0,,,,,7.198e-07,,,3.69795e-05,,0.0,,,,0.0,,,,,,,,,,0.0001571055,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,0.0015184374,,,,,,,,,,,,,,,,,0.0,,,,,,,2e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Registeel,1345731,10468,,0.0,,4e-10,0.0065716907,0.0,,0.0,0.0001011215,5.923e-06,3.4257e-06,,0.0,,,,0.062350412,,0.0001460042,,,0.0004641325,0.0014470509,0.0026543588,,0.0,0.0011891621,0.0,0.0001738768,0.0,0.0002662311,2.16157e-05,7.61517e-05,,5.4986286256,3.46407e-05,1.8372e-06,,,1.4931e-06,0.0348403286,,,3.0877e-05,0.0,0.0,,0.0,,,,4.9353e-06,,,0.0002098375,0.0,1.87e-08,0.0,,,0.0,1.93e-07,6.49879e-05,0.0,,,,0.0,,,,,,,,,,0.0019288452,,,,,,,,,0.0137556939,,3.48117e-05,,0.0213696695,,0.0,,,6.6e-09,0.0,,,,,,,,3.931e-07,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cursola,1345731,4689,0.0,,,4.9857e-06,0.0293411892,,,,1.9484e-06,,3.5e-09,,,,0.0,0.0,,,0.0,,,0.0280604324,1e-10,1.086e-06,,,1.92905e-05,,0.0,,2.669e-07,1.1335092887,0.0634985829,0.0,0.0394835533,0.0002999773,2.64617e-05,,0.0,1.4223785086,0.2514652855,,,0.0001470518,,,,0.0013434837,,,,,,,0.0,,0.0005748992,,,,0.0422672885,,,,,,,,1e-09,,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,1e-10,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,5.036e-07,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xatu,1345731,11271,,,0.0,0.0007161249,1.8196779163,0.0,,,0.0007062919,,0.0,,6.23486e-05,,4.3328e-06,,0.0,,,0.0,0.0,3.883e-07,0.0022245469,0.0030096812,,,0.4209231526,,0.0076920722,,0.7446484211,0.0001350834,0.0009059372,0.0,1.8296905454,0.0171761608,0.0,2.25e-08,,0.1073216478,0.0043774317,,,0.0,,,,0.1766675799,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,4.23e-08,,,1.9741e-06,1e-10,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,2e-10,0.0,,,6.6e-09,,,,,3.12487e-05,,0.5147443117,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,9.888e-07,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nihilego,1345731,31992,,,,0.0004045744,5.557e-07,4.7319e-06,,0.0,0.000149275,,,1.5346e-06,,,0.0006131317,,0.0,,0.0348756775,0.0,,0.0234148557,9.8e-09,0.006489547,0.0,1.733e-06,1.037e-07,,0.0003153108,,0.0005630187,40.8095128187,28.3492569555,1.231e-07,0.0865715733,0.3308095022,0.0,,0.000636927,0.0055296827,0.0620812415,,,0.0,,,,0.0,0.0126255122,,0.0005557009,0.0191668523,,,0.000280117,0.0,0.0026124474,,0.0,0.0,,0.0342825403,,,,0.2837371393,,0.0,,,,,,,,,,,0.0,0.0,,,,,,,2.00797e-05,,,7.50218e-05,,,0.0,,,0.0,7e-10,0.0208036038,,,,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,0.0,,,3.05406e-05,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sceptile,1345731,25515,0.0019233068,,6.2318e-06,2.948e-07,0.0013468886,8.4557e-06,,5.30865e-05,0.0043370192,,0.0,6.0609e-06,1.8213e-06,0.0,0.0001342257,,0.0,0.6695580168,0.0176795671,1.7339e-06,8.6512e-06,0.0024149215,0.0003545569,0.0059029625,0.0581934041,2.76133e-05,1.1420192719,0.0001495283,0.1216445988,,2.5162e-06,0.0011478103,0.0009606312,0.0,0.0295852766,0.0046105482,6.2051e-06,,0.0,0.0089628758,0.0008365045,0.0,,0.0,4.9989e-06,,,0.0,0.0,,,0.0002161884,,,0.000210446,0.0,4.97e-08,0.0,0.0079119023,8.05999e-05,,0.0030971653,4.4106e-06,,0.0563059695,,1.8748e-06,,,,,,0.0435509228,,,0.0,0.0,0.0,,,,0.0001525974,,,,0.1525891588,0.0001343119,0.0,,0.029466006,,0.0593759125,,0.0009149715,,1.7901e-06,,,0.0,,,,,,,,,4.7e-09,,,,,,,,,,,0.000158136,,,,,0.0,0.0028365827,,0.0,0.0,,0.0,0.0,,,,,4.2677e-06,,,,0.0270915086,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,4.8e-09,,,,,,,,,,0.0,,,,,,,,,,,,2.12327e-05,,2.184e-06,,,,,,,,,0.0,,,,,,,,,,0.0,,,,1e-10,,,,2.758e-07,0.0001930577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
