pokemon,number_of_battles,Raw count,Items_scopelens,Items_safetygoggles,Items_petayaberry,Items_mentalherb,Items_zoomlens,Items_rockyhelmet,Items_lightclay,Items_figyberry,Items_nothing,Items_lumberry,Items_razorclaw,Items_blacksludge,Items_wikiberry,Items_spelltag,Items_nevermeltice,Items_grassyseed,Items_airballoon,Items_assaultvest,Items_expertbelt,Items_lifeorb,Items_stickybarb,Items_apicotberry,Items_chopleberry,Items_aguavberry,Items_adrenalineorb,Items_magoberry,Items_heatrock,Items_choiceband,Items_kingsrock,Items_ironball,Items_damprock,Items_heavydutyboots,Items_powerherb,Items_choicespecs,Items_widelens,Items_leftovers,Items_choicescarf,Items_redcard,Items_quickclaw,Items_flameorb,Items_wiseglasses,Items_focussash,Items_focusband,Items_silkscarf,Items_eviolite,Items_whiteherb,Items_ringtarget,Items_pokeball,Items_metronome,Items_liechiberry,Items_iapapaberry,Items_blunderpolicy,Items_bugmemory,Items_magnet,Items_sitrusberry,Items_weaknesspolicy,Items_roomservice,Items_laggingtail,Items_throatspray,Items_brightpowder,Items_shellbell,Items_powerlens,Items_salacberry,Items_normalgem,Items_wacanberry,Items_metalcoat,Items_psychicseed,Items_crackedpot,Items_toxicorb,Items_chestoberry,Items_protectivepads,Items_rockincense,Items_blackglasses,Items_muscleband,Items_roseliberry,Items_ejectpack,Items_whippeddream,Items_sharpbeak,Items_heavyball,Items_berryjuice,Items_keeberry,Items_marangaberry,Items_ejectbutton,Items_chartiberry,Items_rockmemory,Items_cheriberry,Items_machobrace,Items_charcoal,Items_shucaberry,Items_oranberry,Items_colburberry,Items_electricseed,Items_terrainextender,Items_kasibberry,Items_electricmemory,Items_oddincense,Items_cellbattery,Items_enigmaberry,Items_steelmemory,Items_smoothrock,Items_fullincense,Items_occaberry,Items_custapberry,Items_silverpowder,Items_twistedspoon,Items_firestone,Items_passhoberry,Items_absorbbulb,Items_shedshell,Items_starfberry,Items_firememory,Items_laxincense,Items_protector,Items_poisonbarb,Items_bindingband,Items_bigroot,Items_gripclaw,Items_pechaberry,Items_miracleseed,Items_hardstone,Items_ganlonberry,Items_utilityumbrella,Items_lansatberry,Items_cobaberry,Items_blackbelt,Items_mistyseed,Items_mysticwater,Items_floatstone,Items_pixieplate,Items_lightball,Items_waveincense,Items_electirizer,Items_masterball,Items_yacheberry,Items_rawstberry,Items_poweranklet,Items_pinapberry,Items_payapaberry,Items_micleberry,Items_dragonfang,Items_persimberry,Items_flyingmemory,Items_icyrock,Items_safariball,Items_burndrive,Items_fightingmemory,Items_sachet,Items_darkmemory,Items_snowball,Items_jabocaberry,Items_leppaberry,Items_babiriberry,Items_icememory,Items_rindoberry,Items_seaincense,Items_lustrousorb,Items_ghostmemory,Items_reapercloth,Items_fairymemory,Items_ultraball,Items_rowapberry,Items_powerweight,Items_grassmemory,Items_tr62,Items_waterstone,Items_chilanberry,Items_luminousmoss,Items_chippedpot,Items_tangaberry,Items_leafstone,Items_tr15,Items_powerband,Items_kelpsyberry,Items_energypowder,Items_healball,Items_moonstone,Items_dragonmemory,Items_blukberry,Items_watermemory,Items_fastball,Items_beastball,Items_leek,Items_powerbracer,Items_habanberry,Items_ovalstone,Items_softsand,Items_poisonmemory,Items_psychicmemory,Items_prismscale,Items_dawnstone,Items_dragonscale,Items_fossilizedbird,Items_dreamball,Items_repeatball,Items_greatball,Items_deepseascale,Items_sweetapple,Items_groundmemory,Items_tr38,Items_tr30,Items_adamantorb,Items_premierball,Items_tr71,Items_destinyknot,Items_tartapple,Items_galaricacuff,Items_tr98,Items_kebiaberry,Items_upgrade,Items_hondewberry,Items_roseincense,Items_luxuryball,Items_tr65,Items_tr10,Items_flowersweet,Items_quickpowder,Items_metalpowder,Items_loveball,Items_tr49,Items_thickclub,Items_rarebone,Items_tr36,Items_rustedsword,Items_souldew,Items_tr67,Items_icestone,Items_sunstone,Items_tr33,Items_grepaberry,Items_rustedshield,Items_shockdrive,Items_netball,Items_lureball,Items_quickball,Items_tr02,Items_berrysweet,Items_tr50,Items_diveball,Items_thunderstone,Items_tr03,Items_deepseatooth,Items_tr88,Items_duskstone,Items_aspearberry,Items_moonball,Items_cloversweet,Items_tr93,Items_goldbottlecap,Items_tr11,Items_tr64,Items_tr06,Items_tr40,Items_timerball,Items_tr28,Items_friendball,Items_griseousorb,Items_tr58,Items_shinystone,Items_fossilizeddino,Items_nestball,Items_tr68,Items_qualotberry,Items_tr00,Items_chilldrive,Items_lovesweet,Items_tamatoberry,Items_dousedrive,Items_powerbelt,Items_tr20,Items_tr66,Items_tr87,Items_ribbonsweet,Items_parkball,Items_tr97,Items_sportball,Items_starsweet,Items_tr43,Items_tr39,Items_fossilizeddrake,Items_bottlecap,Items_tr44,Items_duskball,Items_tr04,Items_cherishball,Items_tr05,Items_tr18,Items_tr53,Items_tr60,Items_tr47,Items_tr99,Items_tr08
Thundurus-Therian,1398223,47004,0.0,6.198e-07,0.0,0.0,1.0175e-06,7.825e-07,,0.0,0.0124663985,3.1317e-06,0.0,,2.22e-08,,,0.0,7.806e-06,0.0227979689,0.1601918403,2.0709586763,,,,0.0014473013,1.9e-09,3.669e-05,,0.047610453,1e-09,,0.0,33.4860076345,0.0,0.9448000539,0.0021586827,7.6436625498,0.3617170262,0.003959204,0.0094547802,0.0,0.1428359127,0.0039797009,,,0.0033032587,,,,0.0004270179,,0.0077861236,2e-10,,0.0019578771,0.0055114124,9.77781e-05,,,,0.0020501656,0.0,,0.0133403066,,,,,,0.0,2.51155e-05,,,0.0,3.5111e-06,,0.0,,0.0,0.0,,,,0.0,8.1585e-06,,,3.021e-07,,,,,0.0,,,4.123e-07,,2e-10,0.0,,,,,,,,,,0.0,,,,4.465e-07,,,,,,0.0,0.0,,,,,,0.0005617776,0.0,0.0,0.0,,0.0,,,4.244e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weavile,1398223,146211,0.0014909996,0.018994725,,0.0,,0.0,,0.0001378826,0.0086754304,4.34559e-05,0.0083235444,,2.0373e-06,,0.1493092365,0.0,0.0013863581,0.0019663635,1.4356470982,4.6945973914,0.001209201,,0.0006312924,0.0464507413,0.0,0.0,0.0,65.5748726864,13.8706065281,2.32187e-05,0.0,260.96079199,0.0,0.0,8.1145450703,0.1360272158,0.4027643995,0.0,0.0004455856,0.0015112273,,19.2735561501,0.0078740521,,0.0,1.1567e-05,,,4e-10,9.189e-07,1.28353e-05,2.58587e-05,,,5.4e-09,1.48991e-05,,,,2e-10,2.4475e-05,,0.0009699434,0.0093607353,,,4.40385e-05,,0.0015388075,0.0,0.3857173019,,2.183040839,0.0002633342,9e-10,0.0,,,0.0,,0.0,,2.692e-07,0.0,,,,0.0,,,,1.3852e-05,,,,,0.0,1e-10,,,,0.0003268327,0.0,,,,,0.0,,,,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,,0.0,0.0,,,,0.0,,,,,,0.0,,,,,,,1.9e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,3.2567e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0812e-06,,,,,,,,,,0.0,,,,
Glastrier,1398223,11306,,,,0.0,0.0,5.6e-09,,1.471e-06,3.6823e-06,0.0,,,0.0,,0.0006247096,,0.0029430208,0.9428327231,0.0643261075,0.1840034748,,,0.0,8.7e-09,,,,1.0484713883,,0.0,,3.023473777,1.216e-07,0.0,0.0,0.3343097,1.69e-08,,0.0094599783,,,0.004043547,,,0.0,0.0,,,0.0,0.0,0.0222455753,0.0,,,2e-10,0.0293637236,0.0,,,,0.0,,0.0,,,,,,,2e-10,0.0002452251,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,0.0,2.0637010085,,,,,,,0.0,,,,,,,,,,,0.0,,,,3.90278e-05,,,,,,,,,,,,,,,,0.0,,1.6037e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tornadus-Therian,1398223,164066,0.0,3.61831e-05,,4.6662e-05,2.05321e-05,0.8497305009,,4.4564e-06,0.1522592367,0.0138331029,1.7e-09,,2.3031e-06,,,0.0,0.0,1.8270168543,0.0416580364,8.2128052282,0.0,,,0.0049647897,0.0001495206,5.04502e-05,,0.0004542318,0.0026392778,0.0,0.0440766491,581.0226865215,0.0,34.4330591846,0.0132841668,0.8055798808,0.1156962176,9.51273e-05,2.52483e-05,,0.0012763889,0.0099015483,,,0.0,6.41949e-05,,,0.0,0.0,0.0001122976,0.0003706466,,,0.0029702018,0.0011263926,,0.0,,0.0072045141,0.0872916197,,2.98753e-05,0.0,0.1836198933,,4.23955e-05,,,0.0,,,0.0,,,2.9883e-06,,0.0004024365,0.0,,,,0.0012346697,,,,,0.0,,0.0,,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,,,,,,,0.0,,0.0,,0.3075962669,,,4.244e-07,,,,,,,,,2e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.77933e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gigalith,1398223,8186,0.0004452367,,,0.0697111418,0.0163237309,5.52947e-05,,1.731e-07,0.0001225992,5.0586e-06,,,0.0,,,,0.0002045297,0.092125533,3.21311e-05,0.0003830555,,,1.2157e-06,0.0021653914,,,,0.0411378843,0.0,,,4.3559e-06,0.0,0.0,0.0541257108,0.0609995576,4.6883e-06,0.0,4.174e-06,,,0.0103545152,,0.0,8.74211e-05,0.0,,,,,4.196e-07,0.0,,,2.57146e-05,0.0019127979,,,,,0.0,,0.0,3.782e-07,,,3e-10,,,2.153e-07,,0.0,,0.0001371063,,,,,,,0.0,,0.0006448617,,,,,,,,,0.0,,,,,,,,0.4912582841,,,0.4111380916,,,,,,,,,,,,,,,,,6.4397e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1942e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keldeo,1398223,35188,0.0,5.90796e-05,0.0,0.0003204071,0.0007173595,7.9815e-06,0.0,0.0,0.010580619,0.0,,,1.69764e-05,,,0.0007972214,0.0194249832,0.1573071174,0.0316045154,0.5526383548,,,,0.0003955696,0.0,3e-09,,8.878e-06,0.0015150913,,0.1639773313,0.030933531,,71.7656872557,0.0240262964,12.4032257042,2.4339329278,2.3998e-06,0.0,,0.0048395701,0.1214680426,2.176e-07,,,0.0,,,5.14583e-05,,0.0051835332,3.70734e-05,,,0.0001987699,0.004038668,,,,0.0,2.2145e-05,,0.0073596224,0.0,0.0,,,,,7.10583e-05,,,,8.3373e-06,0.0,,,,,0.0,,,,,,,,,,,,0.0026787863,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,0.0600479049,,0.004326303,,,,0.0001704651,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,6e-10,,,,,,,,0.0,,,,,,4.316e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyranitar,1398223,234562,0.0,,0.0,2.63437e-05,0.0002524121,0.4057119012,3.65849e-05,0.0085225819,0.026373821,0.0361178403,3.90569e-05,0.0,0.0146216343,,8.021e-07,0.0028385019,0.0249935634,16.3037876391,0.0925063189,22.2806038529,,0.0,3.3672946875,0.2192492687,1.775e-07,0.0001265657,0.0,161.8976819056,0.0013392903,1.382e-07,0.0005297424,45.9729143182,0.0003194424,0.1291801255,0.0640686052,204.1868151306,2.5135690589,0.0001534104,0.1733629099,0.0,0.0,0.6809158046,1e-08,,0.009722646,1.2278e-06,,,3.5377e-06,0.0,0.0035190424,0.0013878197,,0.0,0.0223606222,9.1390736187,,5.3951e-06,1.29e-08,0.0030496093,0.0001686738,0.0,0.0007980984,,0.0,,0.0,,,0.1374754463,0.0,1.68764e-05,0.4698827669,0.0010669824,0.0,0.0006654698,,,0.0,0.0,2e-10,3.61831e-05,0.8001551819,0.0,9.4e-09,0.0,0.0,,3.7962327702,0.0,,1.57553e-05,0.000326466,,,9.1118e-06,0.0,0.0,,44.5982054627,,,0.0034657406,,,,0.0228553464,1.454e-07,5.0603e-06,6.5e-09,,0.0037083856,,,8.0894e-06,,8.1e-09,,,0.0049763645,0.0,,0.0,0.0,1.7107e-06,,,,,,0.0,,,0.0,0.0,,,,,3.9613e-06,0.0,,,,,,,0.0,,,0.0,0.0045656621,,1.1881e-06,,,,,,,0.0,,,,,0.0,,,0.4135812269,,,,,,0.0001641551,0.0,,,,,,,,9.39e-08,,1.23613e-05,0.0,,,,,,,,,,,6.44e-08,,,2.77e-08,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,0.0,,,,,,,6e-10,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,
Aegislash,1398223,108238,0.0005524468,6.84351e-05,,6e-10,,0.0095214549,,0.0013529188,0.0135464235,0.0735297513,1.0614e-05,,8.75466e-05,28.2755601028,,0.0,1.2259666376,0.0046093538,0.0358389331,19.0467269993,,0.0,,0.0241411597,,0.0,0.0,45.5073528318,0.0016861189,0.0939599817,0.0,0.0013010456,0.0214585921,114.5868685724,0.0090813017,46.593458094,0.0336631816,0.0,0.0008981993,0.0,0.0,0.0374283963,4.7322e-06,,2.826e-07,0.0,,,0.0006188748,1.24e-08,3.0217e-06,5.2194e-06,,,0.0083270506,7.8012274651,1.80969e-05,4.7e-09,2.1498085545,1e-10,0.0004709696,,0.0001343245,,,0.0010782616,,,,3.1892e-06,0.0,0.0,0.0,0.0212165749,,0.0,,,,0.0,0.0,0.0,,,,,0.0,,0.0128936246,0.0,0.0133211056,,,0.0,,,0.0,0.0,2.013e-07,,0.0001870886,0.0004555045,5.768e-07,,,,,0.0,0.0,0.0,,4.08879e-05,0.0,,,,0.0,,,,,,,,0.0020363667,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,0.0,,,,,,0.0,0.0,,,,2.2505e-06,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Registeel,1398223,10972,0.0,,,1e-09,2.2724e-06,0.0248736075,,1.03452e-05,3.1222e-06,1.36598e-05,,,0.0,,3.55e-08,,0.001793312,0.0019510049,4.64e-08,0.0003165933,0.0,,0.0,9.03764e-05,,0.0,,3.3342e-06,,0.0,1.7274e-06,2.2599e-06,0.0003853553,0.0,0.0,3.2060488526,1.75e-08,0.0,8.346e-07,,,0.0136626677,,0.0,0.0002400924,0.0,,,0.0,,0.0,0.0,,,2.52716e-05,0.0039182227,,,,,1.84547e-05,,,0.0001420193,,1.56816e-05,,,0.0,0.0087707095,,,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,0.0,,,,,,,0.0,0.0,,0.0,0.0,,,,,,1.66235e-05,1.182e-07,,,,,,,,,,0.0,,,,,0.0,,,,,,,,4.58e-08,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
Cursola,1398223,5739,,1.748e-07,0.0,1e-10,0.0,6.72641e-05,0.0,1.333e-05,4.56477e-05,1.08932e-05,,,0.0,0.0,0.0,,,0.2691118503,2.61105e-05,0.0130357758,,,,9.93579e-05,,9.91e-08,,0.0,0.0,,,0.0,0.1068270379,0.1915104335,6.0055e-06,0.0303791927,0.0,0.0,1.2446e-06,,,0.5274008083,0.0,,3.512e-07,0.0,,,,,0.0,,,,1.5922e-06,0.0001487018,2.48528e-05,8.6e-09,,0.0109902021,4.66e-08,,1.1044e-06,,,,,,,0.0,,,0.0,,,4.5e-09,,,,,0.0,,0.0032589673,,,,,,,,0.0,,,0.0,,,,,,0.0,,,0.0,,,,,0.0,,,,,,,0.0,0.0285437793,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xatu,1398223,9918,,0.0001230805,0.0,3.94e-07,,2.4717508245,1.0238969516,0.0,1.65e-08,3.228e-07,,0.0,0.0,,,,,0.0,0.0008703667,1.6e-09,0.0,,,0.0009755123,,1.114e-07,0.0,0.0274508163,0.0,,0.0,0.7769584847,,0.0003490672,0.0,0.5525612276,3.1891542528,0.0,6.6772e-06,5.9e-09,0.0,0.0073902658,0.0,,8.1e-09,,5.95468e-05,,2.4e-09,,0.0,1e-10,,,0.0053386511,3.71427e-05,0.0,0.0,,0.0,,,5.03e-08,,,,,,,1.68977e-05,,,,,,,,0.0,,,0.0,,0.0654401186,,,,,,,,0.0030635247,,,0.0002323886,,2.0636e-06,,,,,,,3.88e-08,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nihilego,1398223,31772,,,0.0,0.0001885398,,0.0089231173,0.000829479,2.79e-08,0.0019337439,0.002094158,,0.684869107,0.000277731,,,9e-10,0.00500281,0.1072500673,0.0243543558,0.0416548601,,,,0.0048482514,0.0,1.18211e-05,,0.0001076082,0.0,2e-10,,0.0073948933,5.1914027716,7.5838521656,0.0,0.1213875322,0.7716416529,0.0,4e-10,,,0.0985182395,,0.0,,0.0001670317,,,0.0001870315,,0.0001658579,0.0,,0.0,8.2e-09,1.5537e-06,0.0,,0.0,,0.0,,3.8198e-06,0.0,,,,,0.0,0.0,,0.0,,,,,,,,,,,2.4e-09,,,,,,1.042e-06,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,3.728e-07,,,0.0,,,0.0022932986,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,2.9877e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sceptile,1398223,24256,0.0,,0.0084708824,1.22e-08,,3.2496e-06,,2.52e-08,0.0068800797,9.44e-08,0.0,0.0,5e-10,,,0.2298698408,4.199e-07,0.0004258904,0.0007336486,0.0575123332,0.0,,,0.0048498105,0.0,1.0319e-06,0.0,4.96668e-05,2.668e-07,0.0,,9.96148e-05,0.0002808401,0.0072456587,9.224e-07,0.0357193002,0.0004397258,0.0004767857,4.408e-05,0.0,2.67e-08,0.016406451,0.0,4.25e-08,6.35e-08,0.000907753,,0.0,2.291e-07,0.0510392241,0.0139024349,1.13398e-05,,,0.0176096579,0.6274677512,,,0.0032212254,8.22569e-05,2.424e-07,,0.0022664395,0.0017327494,,,0.0447828503,,0.0,2e-10,,0.0,6.1e-09,0.0001680192,,,,,,2.408e-06,0.0,,0.0,,,0.0,,,,1.013e-06,,0.2134342166,,,,,1.1992e-06,0.0,0.0,,,2.37815e-05,0.0,,,,0.0,0.0002553068,,0.0,,,,0.0,,0.0579334693,0.0,,0.0009678229,0.0,,,0.0,0.0005808271,0.0,0.0061009569,,,,9e-10,2.95037e-05,,,0.0001029078,,,,,0.0,0.0,,,,,,,0.0,,,3.09734e-05,0.0,,,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.54e-08,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charizard,1398223,41380,4.684e-07,0.0,4.1471e-06,0.0003204078,0.0,0.0004917069,,0.0001831428,0.0011589668,0.0010384449,0.001815109,,0.0,,,0.0,0.0004218,0.0092640842,0.0801171082,0.045624893,,,0.0,0.0002220989,0.0,1.30844e-05,0.0638401538,0.0016998784,0.0010922677,,4.6054e-06,2.1026278176,0.0365186423,3.8658379079,0.0010423885,0.0525783908,0.5474951857,2.96e-08,4.19313e-05,4.8521e-06,0.0163224994,0.0302832541,0.0,,0.0004001571,0.0,,0.0,1.71e-08,0.0,5.2e-09,0.0001909265,,,0.0644450651,4.5304e-06,,,,5.4e-07,0.0,,0.0285135754,,0.0,,0.0,,0.0,0.0002402313,,0.0,5.333e-07,0.0,,1.48462e-05,,6.44e-08,,3.5111e-06,,,,5.65174e-05,,,,0.0096330225,,0.0001932172,,0.0,,,0.0,,,,,,0.0,,0.0,,,6.02e-08,2.332e-07,8.957e-07,,0.0,4.5255e-06,0.0,,0.0,0.0,,0.0,,,0.0,,0.0,,3e-10,0.0,,,0.0,,,,,0.0,,,,,,,0.0001155832,0.0,,,,,4.6e-09,,0.0,,,0.0,0.0,,,,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,,0.0,0.0,,,,,0.0,0.0,,,9e-10,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,
Zoroark,1398223,20291,0.0,0.0,0.0002586501,3.454e-07,1.8163e-06,1.873e-07,,2.4331e-06,0.0022559803,0.0001551475,,,3e-09,,,1e-10,5.74098e-05,0.0011037993,0.0121205355,0.4956882106,1.72e-08,,0.0,0.0003405533,4.43752e-05,0.0,0.0,0.0007818058,0.0,0.0,0.0,0.0964849007,9.93763e-05,0.6565284436,8.978e-06,0.0086247658,0.3503045772,0.0002064074,0.0,0.0,0.0010105139,0.2619802713,9.77933e-05,,0.0,,1.8652444022,,0.0,,0.0008445222,,,,1.10053e-05,1e-10,,6.338e-07,0.0,0.0496203154,0.0,,0.0016229976,,,,0.0013977646,,4.354e-07,0.0,,,0.0009352321,,0.0,,0.0,,,,,,,,,,,,,8.064e-07,,4.35e-07,,,,,0.0,,,,,,3.0496e-06,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,,,,0.0,,,2.9042e-06,0.0,,,,0.0,,,,,,,,,,,,,,,,,,2.8952e-06,,,,,,,,,,,0.0,,,,,,,,,,9e-10,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salazzle,1398223,30115,,0.0001709807,8.53742e-05,6.3834e-05,,1.8273e-06,,2e-10,2.08409e-05,0.0,0.0,3.8662774236,3.2e-08,,,,0.0241866899,4.8e-09,0.0022948977,0.0258930621,0.0,,,0.0002700348,,,,0.0,0.0,,,0.3746874491,0.0,0.0078831706,0.0026235566,0.1217634239,0.0001485392,,0.0,0.0,0.0,0.1504269057,0.0,,,0.0001497625,,,,0.0,0.0,1.42e-08,,,3.49443e-05,0.0,,,0.0,0.0002171558,0.0,,0.0,0.0,,,,,0.0,0.0,,,0.0,,,0.021615939,,,,0.0,0.0,,0.0,,,,,0.0033100794,8.00849e-05,,,3.998e-07,,,,,,,,,,,,,,,0.0009735472,0.0,,,,,,0.0002164218,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goodra,1398223,27131,,0.0,,1.3038e-06,0.0,0.019396629,,4.1667e-06,0.0006009868,0.0,0.0,,1.45473e-05,,,0.000184356,0.0,1.5502517548,0.0049084436,0.0054621677,,,,0.0012194601,0.0,0.0,,3.93231e-05,,,0.0098249699,3.5301e-06,,0.1285796496,6.03257e-05,0.5479160202,0.0354898064,0.0,0.0,0.0,3.329e-07,1.68799e-05,0.0,,1.4e-09,0.0,,,0.0,,0.0001936024,0.0,,,7.85942e-05,0.0046598121,,,,,,,0.000189193,,,0.0,,,0.0,0.0013935071,0.0,,,0.0,2.3186e-06,,,,,,0.0,0.0,4.64e-08,,,,,,,0.0,,,,,,,,,,1.7496e-06,,,0.0,,,,,2.17131e-05,,0.0,,,,4.2686e-06,0.0,,0.0,,,,,,0.0,,,0.0,5.6369e-06,,,,,,,0.0038544745,,,,,,0.000639165,0.0,,,,,,,7.51957e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
