pokemon,number_of_battles,Raw count,Items_scopelens,Items_chopleberry,Items_rockmemory,Items_petayaberry,Items_mentalherb,Items_pechaberry,Items_rockyhelmet,Items_ironball,Items_figyberry,Items_focussash,Items_oranberry,Items_pixieplate,Items_toxicorb,Items_absorbbulb,Items_wikiberry,Items_spelltag,Items_widelens,Items_dragonmemory,Items_chestoberry,Items_grassyseed,Items_airballoon,Items_assaultvest,Items_lifeorb,Items_blackglasses,Items_expertbelt,Items_aguavberry,Items_adrenalineorb,Items_weaknesspolicy,Items_sitrusberry,Items_damprock,Items_heavydutyboots,Items_blukberry,Items_choicespecs,Items_oddincense,Items_razorclaw,Items_leftovers,Items_choicescarf,Items_redcard,Items_quickclaw,Items_laggingtail,Items_wiseglasses,Items_nothing,Items_enigmaberry,Items_silkscarf,Items_eviolite,Items_leppaberry,Items_ejectbutton,Items_metronome,Items_zoomlens,Items_powerherb,Items_roomservice,Items_blunderpolicy,Items_laxincense,Items_magnet,Items_choiceband,Items_lumberry,Items_iapapaberry,Items_flameorb,Items_throatspray,Items_brightpowder,Items_shellbell,Items_powerlens,Items_salacberry,Items_normalgem,Items_wacanberry,Items_safetygoggles,Items_psychicseed,Items_charcoal,Items_yacheberry,Items_magoberry,Items_ovalstone,Items_keeberry,Items_electricseed,Items_protectivepads,Items_muscleband,Items_shockdrive,Items_roseliberry,Items_heatrock,Items_kingsrock,Items_leek,Items_sharpbeak,Items_heavyball,Items_mistyseed,Items_darkmemory,Items_whiteherb,Items_marangaberry,Items_fullincense,Items_healball,Items_chartiberry,Items_custapberry,Items_blacksludge,Items_payapaberry,Items_poisonbarb,Items_blackbelt,Items_focusband,Items_shucaberry,Items_metalcoat,Items_lightclay,Items_tr25,Items_colburberry,Items_apicotberry,Items_terrainextender,Items_stickybarb,Items_kasibberry,Items_machobrace,Items_luminousmoss,Items_ringtarget,Items_masterball,Items_smoothrock,Items_occaberry,Items_starfberry,Items_silverpowder,Items_hondewberry,Items_berryjuice,Items_twistedspoon,Items_firestone,Items_passhoberry,Items_firememory,Items_cheriberry,Items_bindingband,Items_ejectpack,Items_rowapberry,Items_bigroot,Items_bugmemory,Items_miracleseed,Items_hardstone,Items_ganlonberry,Items_utilityumbrella,Items_lansatberry,Items_babiriberry,Items_cobaberry,Items_liechiberry,Items_energypowder,Items_lightball,Items_electricmemory,Items_gripclaw,Items_electirizer,Items_mysticwater,Items_souldew,Items_fightingmemory,Items_nevermeltice,Items_poisonmemory,Items_poweranklet,Items_beastball,Items_flyingmemory,Items_rockincense,Items_dragonfang,Items_grepaberry,Items_rawstberry,Items_snowball,Items_watermemory,Items_softsand,Items_shedshell,Items_aspearberry,Items_grassmemory,Items_tr24,Items_greatball,Items_cellbattery,Items_ghostmemory,Items_fossilizedbird,Items_rindoberry,Items_seaincense,Items_waveincense,Items_floatstone,Items_jabocaberry,Items_fairymemory,Items_powerweight,Items_habanberry,Items_adamantorb,Items_steelmemory,Items_tangaberry,Items_magmarizer,Items_icyrock,Items_kebiaberry,Items_duskstone,Items_destinyknot,Items_flowersweet,Items_psychicmemory,Items_quickpowder,Items_levelball,Items_micleberry,Items_protector,Items_powerbelt,Items_powerbracer,Items_upgrade,Items_dragonscale,Items_fossilizeddrake,Items_pokeball,Items_parkball,Items_ultraball,Items_groundmemory,Items_persimberry,Items_rustedsword,Items_bottlecap,Items_galaricacuff,Items_ribbonsweet,Items_goldbottlecap,Items_berrysweet,Items_rarebone,Items_leafstone,Items_rustedshield,Items_roseincense,Items_icememory,Items_sweetapple,Items_tr64,Items_prismscale,Items_metalpowder,Items_chilanberry,Items_diveball,Items_thickclub,Items_pinapberry,Items_whippeddream,Items_deepseascale,Items_shinystone,Items_duskball,Items_fastball,Items_chippedpot,Items_tr43,Items_dreamball,Items_kelpsyberry,Items_icestone,Items_tr71,Items_lustrousorb,Items_premierball,Items_luxuryball,Items_tr78,Items_tr16,Items_netball,Items_sunstone,Items_tamatoberry,Items_powerband,Items_cherishball,Items_repeatball,Items_waterstone,Items_pomegberry,Items_dubiousdisc,Items_tr98,Items_tr69,Items_tr10,Items_deepseatooth,Items_quickball,Items_fossilizedfish,Items_griseousorb,Items_burndrive,Items_loveball,Items_starsweet,Items_tartapple,Items_lovesweet,Items_thunderstone,Items_chilldrive,Items_tr00,Items_reapercloth,Items_tr89,Items_tr99,Items_sachet,Items_qualotberry,Items_crackedpot,Items_tr88,Items_tr53,Items_tr15,Items_dawnstone,Items_tr02,Items_safariball,Items_tr08,Items_tr01,Items_tr32,Items_tr19,Items_tr46,Items_tr42,Items_sportball,Items_tr55,Items_dousedrive,Items_tr75
Tapu Lele,1336739,225197,6.546e-07,0.0,,0.0,4.0895e-06,0.0012380386,0.0051319259,0.0,0.0002218623,0.1334766527,,0.0107911082,0.0,8.6e-09,0.0003351546,0.0,0.0118089442,0.0,0.0003088693,0.0,0.0,4.4794975446,16.9828053245,0.0002442784,2.28777645,0.1386047662,0.0088585609,0.0277543545,0.341166471,,61.6651670872,,455.2570613086,0.190925642,0.0,35.8356360774,169.7751893091,0.0002317947,0.0033864021,0.0,0.0017675184,0.0165068226,,2e-10,0.0003840225,,0.0181696639,10.9854505282,,0.0,0.0,2.567333375,1.15314e-05,0.0,0.0102480821,0.109328166,7.1824e-06,0.0,0.0,,0.0,,0.0903380523,,,,0.2836794051,,,0.0004648313,,0.0,,1.182e-06,0.0,,,,0.0001706864,,,,0.0,,,,,,,,,,0.0,,0.0,,,0.5057947465,,0.1539045576,,8.9163294124,0.0,3.3486979196,,,,0.0,,,3.809e-07,,,0.0,41.9689269867,,0.0,,,,7.863e-07,,5e-10,,,,,,,0.1457266837,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,7.22e-08,,,,,,,,,,,,3.3e-08,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
Gastrodon,1336739,36894,0.0008279016,,,,0.0,,2.2452123229,,0.0147646204,0.0013178223,,,,1.07578e-05,0.0102074757,,,,4.5177e-06,3.52e-07,2.0308e-06,0.0062004282,5.0651636736,,0.0604183534,0.0095789453,0.0,0.0,0.0901794298,0.0003359649,35.1223864872,,0.0487733296,,,103.9981825268,3.82827e-05,1e-10,,,0.0019209298,0.0003267968,,,9e-10,,0.0,,,9.52e-08,,0.0,,,2e-10,0.0003090322,0.0122831638,0.0237619244,,,0.0,,1e-10,,,,,,,5.33005e-05,,0.0,,,0.0,,,,,,,,,,,8.26e-08,,,,2.535e-07,,,0.0,,,,,,,,,,0.0,,,0.0,,,0.0,0.0,3.475e-07,,,0.0,,,,,,0.0028517374,,,,,,,,0.0,,,,,,,,,,1.8e-09,,,0.0,,,,,,,,,,,0.000771285,0.0,1.27963e-05,,,,,,,0.1912753871,2.32128e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tapu Koko,1336739,285423,2.66e-08,,,4.93e-08,0.0072364772,0.0,0.9646252691,0.0103448437,0.0076082527,0.1211285996,,0.2237586321,0.0,0.0024505854,0.0255697094,,0.0,,0.0016188365,0.0,1.9787798239,0.643159926,6.2927702151,0.0,2.8010977837,0.0122611566,3.87151e-05,0.0670225973,0.0019536387,1.41383e-05,594.5467412378,,212.6174418501,0.0,0.0,6.2237954617,12.8014070273,0.0008437455,0.0005032588,0.0,0.0118862381,0.0913091009,,,0.0012789521,0.0,0.002086667,4.1008e-06,0.0,0.0005066515,0.0,0.000885874,0.0,13.948353688,3.005304228,0.0001081263,0.075696,0.0009970399,3.3864e-06,3.09182e-05,0.0014809917,,2.92725e-05,,,0.0001578823,,,,0.0006639466,,0.0,0.1191022286,0.0,4.424e-07,,,,2.4e-09,,,,,,,,0.0,,5.2506e-06,7.54839e-05,,,,0.0,3.55e-08,3.2644359033,,51.2156316257,,0.0011866184,,19.9201559584,0.0,0.0,,,0.0,0.0,,,0.0,4.63e-08,,0.0,,,,,,,0.0,,,0.0,0.0,,,0.0,,0.0,,0.0023913075,0.0,1.11106e-05,1.02005e-05,0.0,3.65337e-05,,,,,,,,,,,0.0,,0.0,,,,0.0,,,,0.0002961742,,,,,,,,,,,,,2.4545e-06,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.1e-09,,,,,,,,,,,,,,,,,,,,,,,,
Thundurus-Therian,1336739,42050,0.0,,,0.0,,0.0,0.0008593307,,0.0,0.1499111327,,,,0.0,1e-10,,0.0794916581,,1.12e-08,,,0.3908304198,2.1849113623,0.0,0.1509290194,0.001562653,0.0355569699,0.0018430449,0.0007544701,0.0,48.6797552608,,1.0782226205,,,0.9036611894,1.9064393593,0.0,0.009833567,,0.0019499846,0.0009122915,,,0.0,,,0.0003575855,6.7e-09,0.0005971343,0.0,0.007016212,,0.0006516173,3.6353e-06,0.0001883457,0.0,0.0,,0.0,6.76e-08,2e-10,1.383e-07,,,9.19504e-05,,,9.4493e-06,0.0,,,0.0,,,,,,0.0,,,0.0,,,,,,,0.000201942,,0.0,,,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,3.2937e-05,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4e-09,,,,,,,,,,,,,,,,,,,,,,,,
Weavile,1336739,225972,1.8455543118,0.0002295718,,,2.33003e-05,,0.0004514677,0.0038613798,4.3e-09,18.2370970452,5.7e-08,,9.3e-09,,0.0,,18.0910337622,0.0,1.467e-07,,0.0004048668,0.0223702824,41.108531485,0.3694397052,2.2589335591,0.0068781119,0.0278048605,9.79603e-05,2.2724e-06,0.0,888.6489055751,,2.66544e-05,,0.0021529979,12.9638120137,0.980842122,3.99e-08,0.0014102982,0.0,0.0,0.0641648677,2.8547e-06,,0.0,,0.0,0.0659408787,,0.690767708,,0.0005425984,0.0,,81.0268500101,0.0015386255,0.0007617804,0.0009789095,,7.2e-09,3.663e-07,,6.69e-06,0.0,,0.0,,,,0.0003045053,,,0.0,1.3459893799,0.0014745,,0.0,,6.4627059292,,1.1e-07,0.0,,0.0,6.393e-07,,0.0,,,,,,0.0,3.0699e-05,7.42375e-05,0.0,,,,,,,,,0.0,,0.0029564415,,,,0.0,,,,1e-10,,,,,0.0036377693,0.0,,,,,,,,0.0,,,0.0028181359,,0.0001193706,,0.0,,,,,1.6629303702,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,0.0,6e-10,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2e-08,0.0,,,,,,,,,,,,,
Glastrier,1336739,11168,,0.0002474614,,,,,0.0036895686,,0.0,5.64665e-05,,,,,7e-10,,2.341e-06,,2e-10,,3e-10,1.125034448,0.1556942426,,0.0045916944,7.85399e-05,0.0,0.0189807691,0.0074514283,0.0,16.1111354314,,,,,1.6499339945,0.0002506175,,1.179e-07,0.0,,3.1361e-06,,,1.07947e-05,,0.0,,0.0028106725,0.0,3.7671e-06,0.0011814073,,,0.5565812549,6.86068e-05,0.0,0.0,,,,,0.0,,,,4.61084e-05,,,,,,,,6.332e-07,,,,0.0,,,,,,,2e-10,,,,0.052485145,,,,,,,,,,,,,,,,,,,,0.5608110154,,,,,,,,,,,0.0245566611,,,,,,,,,,,,,,,,,,,,0.0008075945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tornadus-Therian,1336739,148376,0.0001585849,,,0.0051352494,4e-10,,0.713986919,0.0,1.1e-09,0.0028787243,,,0.0168667981,,7.7804e-06,,0.0083205562,,1.7459e-06,0.0,0.0,14.5511783265,19.310510536,0.0,0.0648173019,0.0012373039,0.0,0.002072156,0.0521948999,6.81e-08,783.8917726442,,4.2754812311,,,0.5917773823,0.3653235087,8.116e-07,2.509e-07,0.0,5.21e-07,0.2789997797,,,0.0,,0.0062855457,0.0,0.0099894029,0.0,,0.0019184536,,,0.0155585502,0.0094679294,7.5e-08,,0.0,3.23106e-05,,,1.018e-07,,0.3693139038,9.4e-09,0.0002011791,0.0,1.734e-07,0.0004672741,,,0.0021344338,0.0,,,,,2.77167e-05,,4.7571e-06,0.0562018155,0.0011791919,,4.3346e-06,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0010001154,5.2171e-06,,,,,,0.0,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gigalith,1336739,9061,2e-10,0.0,,,0.0,,0.0665820294,,1.36538e-05,0.0097584631,,,,,,,,,4.10507e-05,,0.0,0.0188708567,0.0,0.0,0.0011297355,0.0001226385,,0.0048818188,0.0009536518,,0.0014714246,,1e-10,,,0.8222198651,2.7191e-06,0.0003036623,4.34711e-05,,,6.17168e-05,,,,,0.0108945894,,0.0,5e-10,,1.872e-06,,,0.003922843,0.0,0.0,,,0.0,,,0.0,0.0045859902,,,,,,,,,,,3.625e-07,,,0.0,0.0,,,,,,,,,,,1.5211463717,,,,,,0.0,,,,,,,,,,,,,3.4850473724,,,,,,,,,,,,0.0,,,,,1.2e-09,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volcanion,1336739,34521,0.0,,,,3.20271e-05,,0.002511577,4.2746e-06,0.0,0.0064244008,,,,5.67836e-05,1.223e-07,,0.0,,0.0001023728,,0.0086980574,1.0539585546,0.0405984429,,0.0013093072,0.0104933351,0.0,2.4121e-06,0.0197854297,0.0,56.5440763943,,15.8681033858,,1.1862e-05,0.7674147389,0.0269268886,0.0,0.0032446039,,6.5669e-05,5.87e-07,,,0.0,,5.85e-08,0.1286197156,8.795e-07,0.0496644403,,6.1865e-06,,,0.0245865259,0.0,2.35014e-05,0.0,,,0.0,,0.0,,6.4076e-06,0.0,,2.80689e-05,,1.3979e-06,,,,,,,,0.0,2e-09,,,,0.0,,,,,,,0.0,0.0,,0.0,,,0.0026795984,2.02e-07,,,,,,,,,,,,,,,,,,,,,4.8133e-06,,,,,,,,,,0.0,,0.0,,0.0,,,,4.6601e-06,,0.2591841264,,,,,,,,,,,,,,,,,,,,,,,6.06e-08,,0.0,,,,,7.8043e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5244318024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyranitar,1336739,214766,8.981e-07,0.7008373363,2.5902e-06,,0.0008690887,0.0,0.1508157201,0.0016673176,0.0009065928,1.0902767231,0.0,,9.884e-07,8.9511e-06,0.0061808432,,0.0011947275,,0.0032348823,0.0169802497,2.3699394667,10.4799883796,7.0324259808,0.1459680606,0.4550479194,0.0648212274,0.0063268555,7.1258374643,0.0162292877,0.0006671421,19.9450209554,,0.17530888,,1.2e-09,178.5623642713,0.9344764503,0.0041556693,0.0295262209,,0.0,0.0102482291,2.2e-09,0.0,0.0239588278,0.0,0.5710805172,1.23711e-05,0.000587637,2e-09,,0.0121143895,2.4e-09,,71.89325763,2.3087408586,0.0593130679,0.0,0.014047529,1.9251e-06,1.991e-07,0.0,0.0146193073,,,,6.4e-08,0.0094791863,0.0,0.0126711175,,0.0,0.0028885169,0.0008131399,0.0016213836,,0.0005389502,0.0337055182,0.0294280155,,,,0.0,1.836e-06,1.57e-08,1.14116e-05,,,0.0,0.1426968519,,,,0.0005196388,0.000290487,2.1586275849,1.65e-08,0.0,,,0.0,2.1e-09,0.0,,,,0.0,0.0,29.1915747675,,0.0,,,0.0,,,0.063781341,,0.0,,0.0124289107,,,,,9.812e-06,,,,0.0,,0.0,,2.78074e-05,,0.0002666135,,0.0,,,0.0,,,0.0,,0.0044123992,8.97152e-05,4.8133e-06,,,,0.045579384,1.70113e-05,,,,,,,,0.0001730255,,,,,,0.0,,,,0.008172144,,,0.0,,0.0,,,,,,,,0.0,,0.0,,,,,1.0927e-06,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,
Aegislash,1336739,83951,1.43754e-05,,,0.0,3.6485e-06,,0.0374561212,0.1461414284,0.0009157667,0.0071187014,,,5.83203e-05,0.0,0.0001081239,13.6798900742,0.0,,2.75e-08,0.0,28.06078372,0.0923082881,11.7838048097,0.0007479473,0.1244736326,0.003915488,,11.0119127084,0.0010746815,,0.0145850104,0.0,56.8881799357,0.0,4.60894e-05,16.613289356,0.0077374218,5.71e-08,7.15678e-05,0.0033395115,0.0,0.0596418737,4.316e-06,0.0,0.0008806247,,,2.2288748425,,0.0012991447,1.078e-07,0.0033346466,,0.0,13.8154691844,0.0316033173,2.70241e-05,0.0,1.2675e-06,1.078e-06,0.0023609731,,7.4066e-06,,,7.7521e-06,0.0014988859,,,3.064e-07,,,,0.0,0.0004472673,,,,0.0017445321,,,,,,6.76e-06,,0.0,,,8.1327e-06,,,0.0,8.43332e-05,8e-10,0.0021171474,0.003559103,0.0,,1.0434698624,0.0001232272,,0.0,1.07337e-05,,,,,,0.0003493231,,,,0.0,,,,,,,0.0,,,,,0.0,0.0,,,0.0,,3.22943e-05,,0.0,,,,,,,,,,,,0.0,,,3e-10,,,,1e-10,,,,,,0.0,,,,0.0,,0.0,,0.0,,,1.4062e-06,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
Registeel,1336739,10854,,2e-10,,,1.86e-07,,0.0110414586,3.4176e-06,6.264e-06,0.0025754862,0.0,,0.0,,0.0,,,,0.3234480885,,3.5575e-05,0.0661620499,0.0002290938,,6.34665e-05,0.005428011,,1.6579e-06,0.0014118058,0.0,0.0042055232,,0.0,,,3.0204533349,8e-09,0.0003560992,4.43e-08,,0.0,3.0448e-06,0.0,,0.0,,,0.0,,0.0158731316,,1.24341e-05,,,2.60953e-05,0.0028056545,4.1489e-06,,,0.0,0.0,,0.0,0.0004633613,,0.0,,,,0.0,,8.9478e-06,,0.0,0.0,,,,0.0084061481,,,,,,,,,,,0.0,,,,0.0,,,5.8515e-06,,,,,,,,,,,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,1.9e-09,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xatu,1336739,10398,0.0,,,,6.311e-07,,2.0225798233,,,0.0069138314,0.0,,0.0006184823,,0.0001457382,,0.0,,0.0,,,0.0066061735,0.0003916229,,0.0,0.0454839975,,8.14647e-05,0.0901714057,4.54e-08,2.3780980563,,0.0001851648,0.0,,2.9465248571,2.175055988,0.0,0.0,,0.0,5.65005e-05,0.2150346704,,,,1.4314269619,,,0.0541444287,0.0,,0.0003233332,,2e-10,0.0,7.3488e-06,0.0011958803,,0.0,0.0,,,,0.0,,4.385e-07,,0.0,0.0,,,,,,,,6.7e-07,,,,,,,,0.0,,,,,0.0,,,,,,,0.1322569228,,0.043546198,,,1.6159e-05,0.0,,,,,,,,,,0.0,5.8472e-06,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nihilego,1336739,28516,,,,,0.002297341,,0.0001613519,,0.0,0.2180212255,,,,,1.7352e-05,,0.0,,0.0,0.0,0.0782954046,0.2784971344,0.02384049,,0.0049939255,1.35421e-05,0.0,0.0011225068,,,2.24e-08,,9.7533981778,,,0.0084755579,2.9248782405,2.3e-09,0.0,,3.5815e-06,1.3205e-06,,,0.0,,,0.0,,20.6464363479,5.05377e-05,0.0,,,1e-10,0.0,3.33e-08,0.0,2.697e-07,0.0,0.0,,0.0020301525,,,,,,,0.0002038438,,,,,,,,,,,,,,,1.246e-07,,,,,4.01e-08,0.1133097246,,0.0002989983,,0.0,4.7191e-06,,2.79897e-05,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sceptile,1336739,21593,0.0008463756,,,0.0082039193,0.0004270636,,4.3254e-06,7.1e-09,4.246e-07,0.0119520871,0.000123061,,9.17692e-05,0.0,5e-10,,0.0,2e-10,0.0,0.2473374865,0.0004929121,0.0024516831,0.0026216128,0.0,0.0002589129,0.0325580782,,0.7233057112,0.0369891201,,0.0019429044,,0.0007430275,,1.68774e-05,0.0926255773,7.38964e-05,5.38394e-05,0.0,,4.237e-07,0.004613641,4.24322e-05,,4.2e-09,8.1e-09,,0.0,0.0,0.0413075437,,5.4439e-06,,,0.0001124355,2.8e-08,0.0,0.0,0.0005537943,0.014000133,0.0,0.0,0.0110642242,7.3638e-06,,0.0,0.0211208858,,0.0023551206,4.3056e-06,,1.67e-08,1.1741206922,,0.0,,,0.0,6.23e-08,,,,0.0006128154,,0.0085907762,0.0,,,,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,0.0,,0.0010010959,8.7367e-06,,,3.0866e-06,,,,,,,0.0002135779,,1.5244e-06,,0.0010569496,2.71e-08,,,0.0011934895,6.587e-07,0.0,0.0034458399,,0.0001394104,,,,,,,,,,,,,0.0,,,,,,,,0.0006574976,,,0.0015843006,,,0.0,,,,,,,,,,0.0,,,3e-10,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,1.47e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charizard,1336739,38526,3.9683e-06,,,2.905e-07,4.65349e-05,4.56e-08,0.0004440735,0.0,0.0002194347,0.0064455551,0.0,,0.0,4.46119e-05,0.0002686594,0.0,0.0022227396,0.0,0.0011867312,,1.2949e-06,0.0044965763,0.1458249613,,0.0031338309,0.005124452,0.0,0.0015740438,0.2979205143,0.0,3.1508378262,,2.9510883963,,0.0002578383,0.024965351,0.5367461038,0.0,0.0002482711,0.0,3.084e-06,0.0099855344,0.0006636269,0.0,7.09e-08,0.0,0.0,0.0,5.7e-09,0.0036189291,,1.477e-07,1e-10,,0.0004493395,0.0009272901,5.95e-07,0.0010879147,2.9e-09,,0.0015783014,,0.0262607976,,4.50754e-05,0.0,0.0002440038,0.024732841,,8.26047e-05,,6.361e-06,0.0,0.0,1.9611e-06,,,0.0003018327,0.0,,1.09488e-05,0.0,0.0,0.0,8.297e-06,,0.0,,0.0136633818,0.0,,,,0.0,0.0,,,,,0.0,,,,,,,,0.0,,0.0,,,,0.0,,3.73931e-05,2.8192e-05,4.341e-07,3.1364e-06,,8.418e-07,,,,0.0,,,3.06967e-05,0.0,0.0,,0.0,,,,,,,,0.0,,,,,0.0,,0.0014704238,,0.0,,,0.0,,,,,,4.2899e-06,,,,,,0.0,,4.678e-07,,4.4744e-06,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
Miltank,1336739,6184,,0.0011407061,,,,,0.0416942664,,0.000160927,4.7e-09,,,,,2.3579e-06,,6.12e-08,,0.016781952,4e-10,,3e-10,0.0108612462,,1.787e-07,0.0121420129,,0.0,0.0,,0.0503483936,,0.0,,0.0001381353,0.5173930104,0.0,,0.0,,0.0,6.3078e-06,,0.0056925656,0.0009939939,0.0,,0.0028962104,2.4e-09,,,0.0,,,2.86e-06,9.67391e-05,9.794e-07,0.0038030393,,0.0,,,5.06383e-05,,,0.0001027973,,0.0,,0.0,,8.403e-07,0.0,5.608e-06,1.03256e-05,,,,0.0,,,,,,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,2.81442e-05,,,,,8.46e-08,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pikachu,1336739,11623,,,,,0.0,0.0,1.21462e-05,,0.0,0.0014794797,0.0,,0.0,,0.0,,0.0,,,,5.444e-07,2.6e-09,7.57036e-05,0.0,3.7616e-06,0.0008284319,5.3147e-06,,1.3e-09,,4.63e-08,,3.41542e-05,,,0.0009622059,0.0001027241,,,,,6.39114e-05,,,5.87143e-05,,,,,0.0002279293,,0.0,,2.05857e-05,9.8164e-06,,1.273e-07,,0.0,,,,0.0,0.0,,2.7e-09,,,,,,0.0,2e-10,0.0,,,,,,,,,,,,,0.0,,0.0,,,,,,3.90185e-05,,,0.0,,,0.0,,,0.0,,,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,,,,0.0,,,,4.0749208938,0.0001067573,,0.0,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,1e-10,,,,,,,,,,,,,,,,,,,,,,,,
