pokemon,number_of_battles,Raw count,Items_petayaberry,Items_blackglasses,Items_cellbattery,Items_metalcoat,Items_chopleberry,Items_firememory,Items_rockyhelmet,Items_magoberry,Items_beastball,Items_focussash,Items_razorclaw,Items_toxicorb,Items_wikiberry,Items_chestoberry,Items_grassyseed,Items_airballoon,Items_assaultvest,Items_expertbelt,Items_lifeorb,Items_sitrusberry,Items_stickybarb,Items_floatstone,Items_mentalherb,Items_aguavberry,Items_ironball,Items_weaknesspolicy,Items_scopelens,Items_kingsrock,Items_adrenalineorb,Items_charcoal,Items_heavydutyboots,Items_powerherb,Items_choicespecs,Items_widelens,Items_nevermeltice,Items_leftovers,Items_mistyseed,Items_choicescarf,Items_redcard,Items_quickclaw,Items_berryjuice,Items_flameorb,Items_wiseglasses,Items_prismscale,Items_liechiberry,Items_nothing,Items_silkscarf,Items_electricseed,Items_eviolite,Items_ringtarget,Items_metronome,Items_zoomlens,Items_blacksludge,Items_iapapaberry,Items_blunderpolicy,Items_fullincense,Items_powerweight,Items_choiceband,Items_lumberry,Items_roomservice,Items_laggingtail,Items_throatspray,Items_brightpowder,Items_shellbell,Items_custapberry,Items_salacberry,Items_normalgem,Items_wacanberry,Items_psychicseed,Items_lansatberry,Items_pechaberry,Items_yacheberry,Items_figyberry,Items_poisonbarb,Items_rowapberry,Items_protectivepads,Items_ganlonberry,Items_roseliberry,Items_heatrock,Items_whippeddream,Items_keeberry,Items_sharpbeak,Items_damprock,Items_darkmemory,Items_enigmaberry,Items_heavyball,Items_whiteherb,Items_rockincense,Items_marangaberry,Items_safetygoggles,Items_laxincense,Items_mysticwater,Items_chartiberry,Items_goldbottlecap,Items_payapaberry,Items_blackbelt,Items_shedshell,Items_muscleband,Items_bigroot,Items_focusband,Items_cobaberry,Items_shucaberry,Items_silverpowder,Items_twistedspoon,Items_passhoberry,Items_absorbbulb,Items_starfberry,Items_roseincense,Items_ejectbutton,Items_cheriberry,Items_lightclay,Items_jabocaberry,Items_apicotberry,Items_bindingband,Items_ejectpack,Items_softsand,Items_gripclaw,Items_luminousmoss,Items_chilanberry,Items_bugmemory,Items_lovesweet,Items_oranberry,Items_miracleseed,Items_utilityumbrella,Items_babiriberry,Items_occaberry,Items_smoothrock,Items_lightball,Items_pixieplate,Items_colburberry,Items_psychicmemory,Items_terrainextender,Items_electricmemory,Items_oddincense,Items_dragonfang,Items_groundmemory,Items_pinapberry,Items_magnet,Items_energypowder,Items_fightingmemory,Items_leafstone,Items_seaincense,Items_persimberry,Items_spelltag,Items_kasibberry,Items_griseousorb,Items_ghostmemory,Items_pokeball,Items_poisonmemory,Items_flyingmemory,Items_hardstone,Items_grepaberry,Items_tr69,Items_netball,Items_rawstberry,Items_deepseascale,Items_snowball,Items_steelmemory,Items_leppaberry,Items_tr68,Items_tr64,Items_tangaberry,Items_masterball,Items_icyrock,Items_diveball,Items_rindoberry,Items_waveincense,Items_fossilizeddrake,Items_bottlecap,Items_loveball,Items_aspearberry,Items_watermemory,Items_friendball,Items_healball,Items_tr43,Items_micleberry,Items_deepseatooth,Items_poweranklet,Items_electirizer,Items_machobrace,Items_hondewberry,Items_repeatball,Items_tr20,Items_firestone,Items_tr02,Items_galaricacuff,Items_powerbelt,Items_powerbracer,Items_fairymemory,Items_cherishball,Items_rustedsword,Items_parkball,Items_powerlens,Items_tamatoberry,Items_dousedrive,Items_dragonmemory,Items_dragonscale,Items_tr55,Items_ultraball,Items_adamantorb,Items_rockmemory,Items_chippedpot,Items_tr89,Items_destinyknot,Items_cloversweet,Items_habanberry,Items_shinystone,Items_tr67,Items_kebiaberry,Items_powerband,Items_kelpsyberry,Items_tr08,Items_grassmemory,Items_leek,Items_nestball,Items_fastball,Items_tr78,Items_tr07,Items_rarebone,Items_waterstone,Items_quickpowder,Items_metalpowder,Items_fossilizedfish,Items_thickclub,Items_rustedshield,Items_blukberry,Items_tr14,Items_souldew,Items_tr00,Items_ovalstone,Items_ribbonsweet,Items_tr41,Items_icememory,Items_chilldrive,Items_icestone,Items_shockdrive,Items_lustrousorb,Items_tr06,Items_pomegberry,Items_magmarizer,Items_tr09,Items_greatball,Items_duskstone,Items_luxuryball,Items_tr17,Items_strawberrysweet,Items_sunstone,Items_upgrade,Items_tr25,Items_burndrive,Items_tr50,Items_sachet,Items_fossilizedbird,Items_moonstone,Items_tr18,Items_moonball,Items_tr91,Items_crackedpot,Items_duskball,Items_flowersweet,Items_premierball,Items_quickball,Items_qualotberry,Items_tr99,Items_tr65,Items_protector,Items_tr94,Items_tr61,Items_tr86,Items_tr36,Items_tr23,Items_tr34,Items_tr72,Items_tr71,Items_tartapple,Items_sweetapple,Items_tr05,Items_tr54,Items_thunderstone,Items_tr83,Items_tr35,Items_tr96,Items_tr38,Items_tr76,Items_dawnstone,Items_tr97,Items_berrysweet,Items_tr37,Items_tr87,Items_tr26,Items_reapercloth,Items_timerball,Items_tr15,Items_tr10,Items_sportball,Items_dubiousdisc,Items_starsweet,Items_safariball,Items_dreamball,Items_tr03,Items_tr39,Items_levelball,Items_tr70,Items_tr24,Items_tr53
Tapu Koko,1485104,340367,0.0,0.0,0.000248377,,,,0.0050277455,0.0058434632,,0.1036096906,3.68013e-05,0.0,8.7142e-06,0.0,1e-09,0.5852401119,0.0600997538,1.8139308355,6.789293462,0.0001940797,,,0.0,0.0220819826,0.0,0.0230320054,1.07e-08,0.0,0.0,0.0,404.641843528,0.0803099114,122.4619016173,0.0003119345,,2.1960704673,,3.8578034613,2.5194e-06,5.66066e-05,0.0,1.5636e-05,0.0226778497,,0.0,0.1786372295,2.12391e-05,0.0738461969,0.0001245468,0.0,0.0666766559,,,0.0002195747,2.3846e-06,,,2.1838332781,6.2e-09,,,2.3425e-06,3.487e-07,0.0,0.0,0.0013693332,,,,,0.0,,0.0001929002,,,0.0,,,0.0,0.0,,0.0,0.0,,,1.61342e-05,,,,0.0001491495,,,4.624e-07,,,2.357e-07,,0.0034416723,,3.384e-07,,0.3614155752,0.0,0.0,,,,,0.0022319522,,56.1114614374,0.0,,,0.0,,,,,,,0.0,0.0,,0.0,,,0.0054478801,0.0477304214,,,11.8484041713,8e-10,,0.0,0.0,,16.256420444,0.0,,,,,0.0,0.0,,,0.0,,,,0.0,,,,,2e-10,,0.0,,,,6.8251e-06,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,2.9221e-05,,,9.1e-09,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Thundurus-Therian,1485104,46349,,,0.0,,,,6.1605e-06,0.0,,0.0171135972,,2.5e-09,0.0,0.0,,1.1646e-06,0.0375479303,0.0816901541,3.1741096689,0.1384828595,,,0.0,0.0406679059,,0.0292085158,,0.0,0.0,,50.1820691674,0.0,0.397236495,1.08922e-05,,0.1335821087,,0.1831270334,0.0,0.1164741765,,,0.0085189802,,,0.0019970349,0.0,2.09104e-05,,,0.0,0.0,,0.0100796512,4.74011e-05,,,0.0067083103,2e-10,,,,9.59941e-05,0.0,,0.0424429786,,,,0.0,,1.5814e-06,5.5547e-06,,,,,,,,,,2.6463e-06,,0.0,0.0,0.0,,,4.219e-07,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,2.507e-07,,,,,0.0,0.0,,,,0.0,,0.0,,,0.0089571836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weavile,1485104,127847,,0.005601285,0.0,,0.0036447942,,3.23896e-05,3.12041e-05,,2.811552371,0.0201848809,0.0,0.0,3.41e-07,5.2013e-06,0.0001230486,0.0007583961,0.0981391417,10.602729083,1.43e-07,0.0,,0.0,0.0008180751,0.000211431,0.0,0.0018418534,6.1674388411,0.000130073,,52.4802794574,0.0288378972,1.197e-07,0.4497383481,0.5249779789,0.0136769801,0.0,3.9895061012,0.0001163808,3.2695e-06,,5.814e-05,0.0,,0.0160988086,0.019160036,0.0,,0.0,,1.4209e-06,0.0,,7e-10,7.2e-09,,,29.3513974979,1e-10,,,,3.35673e-05,4.578e-07,0.0,0.0024636925,6.5e-09,,1e-10,,0.0,,8.7e-09,0.0003138281,,0.0945208824,,0.0,,,,,3e-10,0.0,,,6.3252e-06,,,0.0,,,,,,0.0,,0.0001888118,,0.0,,,,,,,0.0,1.5e-09,0.0,0.0,,,,0.0,0.0,,0.0,,,,,,,0.0,,0.0,,0.0004244103,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,0.0,0.0,,6.8667e-06,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,
Glastrier,1485104,18360,,,,,0.0005868955,,1.04302e-05,4.9e-09,,4.19976e-05,,0.0,0.0095539773,3.9737e-06,1.5302e-06,2.2e-08,0.1659737712,1.741e-07,1.1550920027,0.0,,,0.0,7.6024e-06,0.0,0.1656375331,0.0,0.0,,,23.2355647656,,0.0,0.0004572448,0.0012039163,0.9718775668,0.0,0.0001903371,,0.0002727611,,,,,,0.0050348564,,0.0,1.3e-09,,0.0,0.0,,1.04139e-05,9.33164e-05,,,0.084940487,0.1551505764,0.0,,0.0,0.0,,0.0037219535,0.0,,,,0.0,,,0.0,,,0.028403814,,,,,,,0.0,,,,,,1.75047e-05,,,,0.0,,,0.0,,0.0,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,5e-10,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,0.0,,3.4657e-06,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tornadus-Therian,1485104,177143,,0.0,0.0,,,,0.3794469369,0.0018847746,,0.0163264887,,0.0,1.6268e-06,9.58e-08,8.2865e-06,,2.8543088803,0.0491111135,7.6455090317,0.1417722253,,0.0,3.759e-07,0.0016355388,0.0,0.0021700757,,8e-10,1.91e-06,0.0,422.0051992202,0.0,33.6465561517,0.0168185019,,0.3108881597,0.0,0.0158257932,0.0,0.0,0.001382925,0.0,0.0,,0.0,0.0087237364,,0.0,0.0,,0.0,0.001168484,,0.0861111322,8.714e-07,,,0.0273868221,2.4388e-05,,,0.0,0.0,,0.0,0.0078264097,,0.0,0.0,,0.0,0.0,0.0,0.0005132898,,2.732e-07,,,,,,0.0008386748,1.68e-07,,0.0,,0.0295471511,5e-10,0.0,0.0,,,0.0003687505,,,0.0,,0.0,,,,,,,,,0.0,,0.0450007535,,,,,,0.0,,,,,,,,,,0.0,,4e-10,1.705e-06,,,,,,0.0,,,,,,,,,,,,,,,,2.0355e-06,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gigalith,1485104,8417,,,,,0.0001018204,,0.0004909055,,,0.1820894169,,,0.0,5.988e-07,,4.36592e-05,0.0060028227,2.14e-08,0.0038166217,6.9336e-06,,,0.0,3.22e-08,,3.02369e-05,,0.0,,,2.8833e-06,0.000447686,0.0,0.0,,0.093656477,,0.0,0.0,3.24946e-05,,0.0,,,0.0,2.9165e-06,0.0,,1.7104e-06,,,0.0023325926,,0.0,,,,0.1916432569,3.314e-07,,,,0.0,0.0,0.0494105285,0.0,0.0001315018,,,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,9.55e-08,,,,0.0,,,,,,,,,0.001022295,,,,,,,3.4e-09,0.0,,,,,,,,,,4.8796675468,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0001156641,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keldeo,1485104,43784,3.246e-07,,,,,,2.50237e-05,,,0.0524011281,0.0,0.0,0.0001546972,0.0022312407,0.0,,0.0342010428,0.0222821225,0.167016737,0.0127404979,,,0.0,0.0017919098,,0.008682016,0.0,0.0,0.0,,0.000109065,6.05564e-05,50.3129373301,0.0015774057,0.0,54.855419392,0.0,2.2977408182,0.0,7.89805e-05,,0.0,5.641e-07,,,9.626e-06,0.0,0.0,0.0,,0.0,0.0,,2.2e-08,7.88e-07,,,3.95e-08,8.8e-09,,,0.0,0.0,4.0316e-05,0.0,0.0002653075,0.0,0.0,0.0,,,,0.0,,,,,,,,,,0.0,,,,0.0,,,0.0,,0.0109452544,,,,0.0002267334,,0.0,,2.7057e-06,0.0,,,,,0.0,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,1.77022e-05,0.0003291971,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyranitar,1485104,243596,,0.0036022862,0.0,0.0,0.6305345041,,0.2979658572,0.0020987059,0.0,0.2172044569,0.0,2e-10,0.0007019975,0.5023648922,0.0,0.0036290998,8.6070147827,0.3824066717,1.439535524,0.0778399867,0.0,,0.0082544778,0.0805071357,0.0003964969,2.2246850071,0.0460772479,0.0001764724,0.0,1.57e-08,19.2703717835,0.0021645507,0.0813991656,0.0108661541,4.41515e-05,146.1009621889,0.0,4.6327969629,2.97413e-05,0.2838314388,0.0,7.30541e-05,0.0,,4e-10,0.0328830827,,0.0,0.0093509386,,0.0102978996,4.95e-08,0.0,0.0683487061,0.0003627554,0.0,0.0,37.8245377541,0.2500910337,0.0,0.0,0.0,0.0029680248,0.0001332677,1.4982416455,0.0113783666,,,,,0.0,,0.0037658869,,,0.0708785474,,0.0,0.0,,4.48608e-05,0.0,0.0,0.0,0.0,,0.0005269448,0.0013752246,,0.0,0.0022662191,0.0,9.353e-07,,,0.0,5.68325e-05,2.79818e-05,,3.5543e-06,,0.2657256193,,,0.0414255777,0.0003443886,0.0,,0.1671532302,,,,,0.0,0.0,0.00039253,2.8079e-06,2.3267e-06,,,,0.0,,0.0001021312,0.0,,45.7990461886,0.0,0.0,,0.0,0.0001279195,,0.0,5.431e-07,0.0,,,,,,,0.0,,,,,,,,0.0011091772,,,,0.0,,0.0,,0.0015483442,,,0.2944409755,0.0,2.0355e-06,,0.0442833118,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,0.0,,,,,,0.0,,,,0.0,,,,,,,,,,5.526e-07,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Aegislash,1485104,116523,0.0,0.0,,0.0153579029,1.468e-07,,0.1051088489,3.35539e-05,,0.00605628,0.0042521433,0.000156637,0.0107289345,0.0001208412,,1.901345721,0.0184389122,0.1282857824,3.9701102074,0.0078782301,0.0,,0.0006197741,0.0087518487,0.0161621772,11.5084230045,2.14e-08,0.0055834004,0.02001109,,0.002949595,0.0001586195,52.0912336475,0.0,,46.6259459071,0.0,0.2109910523,0.0100214038,0.0001943609,0.0,0.0,0.0382428179,,0.0,0.0065701577,,0.0,0.0020385337,,9.646e-07,0.0,0.0,0.0006842681,0.0015287773,,0.0,8.7003494092,0.2358753099,0.0,7.85278e-05,1.3139e-06,1e-10,5.2859e-06,1.0815009969,0.0004115735,,,,,,,0.0004738333,,,1.96e-08,0.0,,,,0.0,,,,0.0,,0.0,,,0.0002292145,0.0,,,,,6.8998e-06,3e-10,0.0071853043,0.0,0.0,0.0,2.04777e-05,,,,,0.0,,0.0,,0.0,0.0,0.0,,0.0010063467,,0.0,,1.57e-08,,,0.0,,,,9.77e-08,,,,0.0001117261,,,0.0,,,,,0.0,,,,,,41.0279889181,0.0010586191,0.0,0.0,,,,,,,,0.0,,,7e-10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1e-09,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.05e-08,,,
Lycanroc-Midnight,1485104,8027,,0.0,,,,,7.4875e-06,0.0,,0.1384421589,2e-10,,0.0,,,0.0,8.0634e-06,3.4479e-05,0.0809370654,2.096e-07,,,,3.0677e-06,,2.9539333067,1.67615e-05,0.0,,,1e-10,0.0,0.0,,,3.93841e-05,,0.0383182115,,1.83851e-05,,,,,,5.31258e-05,,0.0,0.0,,4.8476e-06,,,,0.0,,,0.0001092142,1.5207e-06,,,0.0,,0.0,,0.0,,,,,,,0.0,,,0.0,,,,,,,,,,,,1.2211e-06,0.0,,0.0011353805,,0.0,,,8e-10,,0.0,,0.0,,1.5e-09,,,,,,,,,,,,,,,8.0204e-06,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,9.925e-07,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5e-09,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noivern,1485104,12045,,0.0,,0.0,,,1e-10,,,0.0119339049,,0.000896315,0.0,,,,8.2835e-06,0.0014501662,0.0151305156,0.0,0.0,,0.0001156004,9.6954e-06,,1.4e-08,8e-08,0.0,2.31114e-05,,0.3474236414,0.0,0.3001355835,0.0001368365,,0.0038540064,0.0,0.0069781443,0.0,0.0,,3.3517e-06,0.0002379176,,,1.89206e-05,0.0002936188,0.0,2.53e-07,0.0041020116,5.28e-08,0.0,0.0,0.0,0.0,,,1.58677e-05,2.2037e-06,,,0.0018064043,1.5049e-06,0.0,,0.0,1.428e-07,0.0,,,,2e-10,,,,,,0.0,0.0,,0.0,0.0002896897,,,0.0,,9e-10,,,0.0,4.94663e-05,,5.922e-07,,,0.0,,0.0,,4e-10,,,,,,0.0,,,,,,,,,6.15e-08,,0.0,,,,,,,,,,,,,,,,,,0.0002255206,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Registeel,1485104,11747,,,,1.40258e-05,0.4790192866,,0.0185115606,0.0,,5.88459e-05,0.0,0.0,0.0,0.2305494609,0.0,0.0,0.0017923202,5.8453e-06,0.0108548163,0.0005311378,0.0,,5.125e-07,2.98e-08,0.0,1.106e-06,,,,,0.0010374041,0.0010842986,0.0,,,3.5681547811,,4.07116e-05,0.0,0.0004246783,,,,,0.0,0.0001749015,,0.0026774641,0.0,,2.9e-09,0.0,,0.0001430717,2.0715e-06,,,0.0122649566,5.55178e-05,,,,0.0,9.56846e-05,0.0017517036,0.0,0.0024550588,,0.0,,,,0.0004479388,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,4.758e-07,,0.0,,0.002591091,0.0,,,,,,0.0,,,,,0.0,,,,,,,,,,,,1.772e-07,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cursola,1485104,5443,0.0,4.7e-09,,,,,6.43e-08,0.0,,0.0275099145,,,1.1e-09,0.0,0.0,,0.3346841277,3.672e-07,0.0280690959,0.0,,,0.0,9.153e-07,,0.0001445564,5.99e-08,,,,8.83963e-05,0.0059733018,0.0496642427,,,0.0055748447,1.29e-08,2.114e-07,0.0,9.01207e-05,,,4e-10,,,1e-10,,,1.44505e-05,,,0.0,,0.0,,,,0.0,0.0,,,,0.0,,0.0,0.0,,,0.0,,0.0,,0.0,,,,,,,0.0,0.0,,0.0,,,,0.0,,,0.0,,0.0,,,,,,,1.72635e-05,,,,,,,3.11e-08,,,1.1021e-05,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,0.0009417353,,,,,,,,,,,,0.0,,4.747e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xatu,1485104,11335,0.0,0.0,,,,,0.7886046945,0.0,,0.0032631707,,,3.58e-08,0.0,,,2.34e-08,3.5e-09,0.0011270054,0.0003156319,0.0,,9.128e-07,5.27124e-05,,0.0004007893,,0.0,,0.0,5.97806453,8.0479e-06,0.0014792627,0.0,,3.154540915,,0.21064498,0.0002370486,0.0002870482,,0.0,0.0,,,2.39319e-05,,0.0,1.55614e-05,,,,,0.0,0.0,3.75781e-05,,6.81577e-05,0.0,,,,5e-10,6e-09,,2e-10,,0.0,,,,,0.0,,,,,,,,,0.0005556082,1.8635e-06,,,,0.0,,,,1.1e-09,,0.0,,,0.0002806473,,,,,,,,0.0,,,,,0.1199391499,,0.0006498139,,,,0.0,,,,,,,,,,,,,,,0.2026735052,,,,4.6333e-06,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nihilego,1485104,36456,0.0,0.0,,,,,4.67658e-05,0.0,0.0,0.1017039605,0.0,,0.0,0.0,5.8609e-06,0.0071013707,0.1227400073,0.0004605533,0.0151012251,2.2594e-05,,,2.3207e-06,4.32187e-05,0.0,5.37607e-05,8e-10,,,,4.959e-07,14.5808553023,6.4579423824,,,0.0781787036,,0.7619622137,0.0,0.1556597042,,,0.0,,,0.0007896972,9.7514e-05,,0.0,,0.0,0.0,0.2390806324,0.0009730256,,,,2.58544e-05,0.009116369,1e-10,0.0,2e-10,2.1401e-06,0.0,,0.0228338443,,,0.0,,,,0.0223064811,9.47e-08,,,0.0,,,,0.0,,,,,,0.0001064751,,,,,,,,0.0,,,,,8.407e-07,,0.0002464245,,,,1.7456e-06,,,0.0,,1.21952e-05,,0.0,0.0,,,0.0,,,,,,,,0.0010450053,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0066657704,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sceptile,1485104,24237,0.0161536141,,8.02e-08,,,,0.00018695,4.5307e-06,,0.0634137211,0.0,,0.0003325298,5.52737e-05,0.0923093028,5.09538e-05,1.21738e-05,0.001547612,0.0262193693,0.1228165312,0.0,,6.9314e-06,0.0041817921,0.0,0.0206311489,0.000165365,2.3e-09,,,2.11713e-05,0.0060074244,0.0164650728,0.0,,0.0057397978,0.0334751226,0.0036163154,0.0009190998,3.89042e-05,0.0,0.0,0.0,,0.0055999844,0.0013480527,,0.7294982553,1.77e-08,,0.0,0.0,0.0,0.0,1e-10,,,0.0074513037,9.112e-07,,,4.777e-07,2.9187e-06,0.0,,0.0008139086,0.0,,0.0313158441,0.0023330671,0.0,0.0,0.0014498201,0.0,0.0,0.0,,,7.26706e-05,,0.0,,,,,,0.0005617622,,0.0,,,,,,,0.0,,2e-10,1.3976e-06,0.0003130615,8.38e-07,,,,,1.447e-06,1.2e-09,0.0,0.000127897,,,,0.0,,3.629e-06,2.1221e-06,1.89e-08,0.0,,,,,0.0016590964,,0.0,0.0466374403,,,,,,0.0,,,0.0,,,,,0.0,0.0,,0.0,,,,,,,,,,,,9.71609e-05,,,,,,,5.43e-08,0.0,,,1e-10,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silvally,1485104,2381,,,,,0.0,,1.83e-08,,,0.0241976973,,,,0.0,,,0.0022336143,0.0142134858,1.0041240963,6.4e-09,,,,5.5144e-06,,0.0,,,,,0.033003993,,9.04e-08,,,0.0173474668,,0.0046081276,0.0,4e-10,,,,,,3.2e-07,0.0068735232,,0.0006267336,,,,,0.0,,,,0.0161347823,,,,0.0,,0.0,,,0.0622830166,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
